T;Ax;Ay;Az;CLASS
32474.00;-1.46;-1.72;0.34;Positive
32523.00;-1.04;-1.79;1.23;Positive
32573.00;-0.30;-1.42;2.00;Positive
32641.00;-0.05;-0.64;1.14;Positive
32690.00;0.55;0.08;0.31;Positive
32740.00;0.56;0.53;-0.20;Positive
32790.00;0.01;0.34;-1.86;Positive
32840.00;-0.33;-0.27;-2.00;Positive
32889.00;-1.38;-1.67;-1.43;Positive
32940.00;-1.52;-1.89;0.23;Positive
32989.00;-0.67;-1.33;0.83;Positive
33041.00;0.12;-0.45;0.57;Positive
33092.00;0.38;0.22;-0.12;Positive
33140.00;-0.12;0.63;-1.46;Positive
33190.00;-0.35;-0.48;-2.00;Positive
33240.00;-1.17;-1.88;-0.57;Positive
33289.00;-1.18;-1.94;0.52;Positive
33340.00;-0.52;-1.36;1.18;Positive
33390.00;0.28;-0.47;0.77;Positive
33440.00;0.49;0.15;0.28;Positive
33506.00;0.41;0.70;-0.35;Positive
33556.00;0.39;0.94;-1.76;Positive
33606.00;0.20;0.00;-2.00;Positive
33656.00;-0.69;-1.46;-1.87;Positive
33706.00;-0.85;-1.72;-0.54;Positive
33755.00;0.00;-0.82;0.22;Positive
33805.00;0.73;0.13;0.01;Positive
33855.00;0.33;0.49;0.07;Positive
33905.00;-0.99;-0.10;-1.17;Positive
33955.00;-0.78;-1.15;-1.56;Positive
34006.00;0.74;-1.34;-0.58;Positive
34055.00;1.74;-0.53;0.39;Positive
34106.00;1.86;0.35;-0.75;Positive
34155.00;1.31;0.41;-0.29;Positive
34206.00;0.10;-0.10;0.72;Positive
34272.00;-0.18;-0.62;0.36;Positive
34322.00;-0.04;-1.19;-0.13;Positive
34372.00;0.83;-1.32;-0.25;Positive
34422.00;1.53;-0.67;-0.90;Positive
34472.00;1.49;-0.07;-1.22;Positive
34521.00;0.64;0.30;-1.13;Positive
34572.00;0.20;0.25;-0.17;Positive
34622.00;-0.22;-0.33;0.69;Positive
34672.00;0.04;-0.30;1.80;Positive
34722.00;1.13;0.27;2.00;Positive
34772.00;0.74;0.09;1.64;Positive
34821.00;0.07;0.14;0.79;Positive
34872.00;-0.13;-0.12;0.00;Positive
34921.00;0.11;-0.05;-0.41;Positive
34972.00;-0.72;-0.44;-0.91;Positive
35021.00;-1.68;-1.02;-0.79;Positive
35087.00;-1.71;-1.59;-0.90;Positive
35138.00;-0.97;-1.48;0.81;Positive
35188.00;0.30;-0.09;0.14;Positive
35238.00;0.04;0.37;-0.70;Positive
35289.00;-0.01;0.91;-1.00;Positive
35340.00;0.16;0.08;-1.32;Positive
35388.00;0.09;-0.82;-1.53;Positive
35438.00;0.13;-1.12;-1.38;Positive
35487.00;0.58;-0.53;-0.75;Positive
35538.00;1.20;0.50;-0.79;Positive
35587.00;1.24;0.52;-0.89;Positive
35638.00;0.24;0.23;-0.23;Positive
35687.00;0.25;-0.11;0.82;Positive
35738.00;1.02;-0.59;0.26;Positive
35788.00;1.27;-0.77;0.74;Positive
35838.00;1.16;-0.64;0.24;Positive
35904.00;0.54;-0.26;0.10;Positive
35953.00;-0.68;-0.51;0.37;Positive
36004.00;-0.42;0.54;1.24;Positive
36054.00;-0.63;0.17;2.00;Positive
36104.00;-0.52;0.61;2.00;Positive
36153.00;-1.04;-0.27;0.89;Positive
36204.00;-0.90;0.15;0.59;Positive
36253.00;-0.07;-0.46;0.36;Positive
36304.00;0.25;-0.12;0.21;Positive
36354.00;-0.28;-0.23;-1.03;Positive
36404.00;-0.61;-1.00;-1.41;Positive
36453.00;-0.79;-1.13;-0.70;Positive
36504.00;-0.43;-0.70;-0.63;Positive
36553.00;-0.21;0.21;-0.48;Positive
36604.00;0.36;0.94;-0.91;Positive
36653.00;0.42;0.88;-1.29;Positive
36703.00;0.15;0.13;-1.48;Positive
36770.00;0.40;-0.37;-1.87;Positive
36820.00;0.41;-0.54;-1.22;Positive
36870.00;0.53;-0.29;-1.00;Positive
36919.00;0.42;-0.04;-0.28;Positive
36970.00;1.04;0.25;0.17;Positive
37020.00;0.58;-0.16;-0.10;Positive
37070.00;0.54;-0.76;-0.82;Positive
37119.00;1.04;-0.86;-0.88;Positive
37171.00;1.67;0.05;-1.08;Positive
37219.00;1.06;0.34;0.07;Positive
37270.00;0.53;0.40;-0.23;Positive
37319.00;0.22;0.14;0.52;Positive
37370.00;-0.09;0.15;0.30;Positive
37419.00;0.09;-0.21;2.00;Positive
37470.00;0.09;-0.17;1.57;Positive
37519.00;0.15;-0.11;1.54;Positive
37569.00;0.43;0.06;1.67;Positive
37636.00;0.15;-0.28;1.24;Positive
37686.00;-0.18;0.00;0.40;Positive
37736.00;-0.39;-0.04;-0.26;Positive
37786.00;-0.78;-0.26;-0.43;Positive
37836.00;-1.22;-0.81;-0.76;Positive
37885.00;-0.93;-1.07;0.02;Positive
37937.00;-1.11;-1.23;-0.13;Positive
37987.00;-0.77;-0.42;-0.20;Positive
38036.00;-0.25;0.29;-0.64;Positive
38086.00;0.05;0.39;-0.96;Positive
38138.00;-0.02;0.19;-0.83;Positive
38186.00;-0.34;-0.30;-0.79;Positive
38237.00;-0.38;-0.63;-1.45;Positive
38285.00;0.88;-0.41;-2.00;Positive
38336.00;0.40;-0.62;-0.81;Positive
38386.00;0.52;-0.26;-0.70;Positive
38452.00;0.02;-0.51;-0.30;Positive
38503.00;0.17;-0.12;-0.36;Positive
38552.00;0.28;-0.56;-0.07;Positive
38602.00;0.48;-0.87;-0.36;Positive
38652.00;1.10;-1.05;-0.40;Positive
38702.00;1.21;-0.70;-0.46;Positive
38752.00;0.84;-0.32;-0.29;Positive
38802.00;0.44;-0.02;0.09;Positive
38851.00;0.20;-0.17;0.50;Positive
38902.00;0.46;0.13;0.38;Positive
38953.00;0.70;-0.32;1.72;Positive
39003.00;0.77;-0.41;1.68;Positive
39052.00;0.78;-0.21;0.97;Positive
39103.00;0.57;-0.01;0.33;Positive
39153.00;-0.06;0.29;0.46;Positive
39204.00;-0.40;0.16;0.98;Positive
39253.00;-0.47;0.56;0.58;Positive
39305.00;-0.94;-0.02;1.40;Positive
39353.00;-1.30;-0.14;0.84;Positive
39420.00;-1.11;-0.27;0.64;Positive
39470.00;-0.91;-0.06;0.17;Positive
39519.00;-0.63;-0.30;-0.17;Positive
39569.00;-0.48;-0.27;-0.13;Positive
39618.00;-0.50;-0.23;-0.39;Positive
39669.00;-1.52;-1.25;-0.57;Positive
39718.00;-1.14;-0.92;-0.81;Positive
39770.00;-0.46;-0.65;-0.70;Positive
39818.00;-0.10;-0.34;-0.71;Positive
39869.00;0.37;0.09;-0.45;Positive
39918.00;0.27;-0.22;-0.59;Positive
39968.00;0.01;-0.99;-0.65;Positive
40018.00;-0.70;-1.67;0.13;Positive
40068.00;-0.10;-1.13;0.79;Positive
40134.00;0.09;-0.74;0.20;Positive
40184.00;-0.17;-0.39;0.81;Positive
40234.00;-0.64;-0.60;0.30;Positive
40284.00;-0.52;-0.62;0.61;Positive
40335.00;2.00;0.61;1.06;Positive
40385.00;0.86;-0.23;0.84;Positive
40434.00;1.67;0.32;0.65;Positive
40484.00;0.75;-0.03;0.37;Positive
40534.00;-0.07;-0.58;0.51;Positive
40584.00;0.11;-0.21;-0.31;Positive
40635.00;0.65;0.55;0.23;Positive
40684.00;0.67;0.91;0.77;Positive
40735.00;0.90;0.39;0.95;Positive
40785.00;1.08;1.26;1.52;Positive
40835.00;0.86;0.83;1.27;Positive
40884.00;0.50;0.47;0.86;Positive
40935.00;0.01;-0.10;0.16;Positive
41002.00;0.23;-0.34;0.32;Positive
41050.00;0.54;0.45;-0.02;Positive
41103.00;0.86;2.00;-0.16;Positive
41142.00;0.59;1.75;-0.21;Positive
41203.00;0.33;0.53;0.02;Positive
41250.00;0.03;-0.26;-0.19;Positive
41301.00;0.16;0.32;0.26;Positive
41349.00;0.08;0.82;0.10;Positive
41400.00;0.23;1.70;0.29;Positive
41450.00;0.53;2.00;0.60;Positive
41500.00;0.36;1.67;0.45;Positive
41549.00;0.31;0.79;0.36;Positive
41600.00;0.36;-0.05;0.43;Positive
41650.00;0.26;-0.13;0.29;Positive
41699.00;0.29;0.04;0.23;Positive
41766.00;0.47;0.93;0.24;Positive
41816.00;0.90;2.00;0.62;Positive
41866.00;0.81;2.00;0.82;Positive
41916.00;0.41;0.81;0.37;Positive
41966.00;0.08;0.39;0.05;Positive
42015.00;0.46;-0.11;0.20;Positive
42066.00;0.42;-0.02;-0.04;Positive
42115.00;0.64;-0.38;-0.26;Positive
42166.00;0.29;-1.06;-1.26;Positive
42217.00;0.42;-1.49;-0.93;Positive
42267.00;0.44;-0.65;-0.45;Positive
42315.00;0.30;-0.10;-0.17;Positive
42366.00;-0.30;0.33;-0.14;Positive
42416.00;-1.01;-0.06;-0.69;Positive
42466.00;-0.86;-0.80;-1.36;Positive
42515.00;-0.28;-2.00;-0.71;Positive
42581.00;0.22;-1.53;-0.33;Positive
42632.00;0.27;-0.53;-0.26;Positive
42682.00;0.30;0.29;-0.10;Positive
42732.00;0.06;0.04;-0.06;Positive
42781.00;0.37;0.05;0.42;Positive
42832.00;0.96;0.31;0.86;Positive
42882.00;1.36;0.87;0.98;Positive
42932.00;1.30;0.68;1.39;Positive
42982.00;0.81;0.14;0.91;Positive
43032.00;0.64;-0.01;0.44;Positive
43083.00;0.42;-0.47;0.32;Positive
43133.00;0.20;-0.07;0.04;Positive
43182.00;0.47;-0.03;0.73;Positive
43233.00;0.68;0.01;1.08;Positive
43281.00;0.33;0.11;0.74;Positive
43331.00;0.14;0.50;1.17;Positive
43398.00;0.06;0.24;1.05;Positive
43448.00;0.16;0.37;1.37;Positive
43498.00;2.00;2.00;-2.00;Positive
43549.00;-0.33;-0.53;2.00;Positive
43598.00;-0.07;0.08;1.08;Positive
43648.00;0.07;-0.35;1.02;Negative
43699.00;-0.02;-0.02;0.95;Negative
43748.00;-0.01;-0.03;0.99;Negative
43798.00;-0.02;-0.01;1.02;Negative
43847.00;-0.02;-0.02;1.01;Negative
43900.00;-0.01;-0.01;1.03;Negative
43949.00;-0.02;-0.01;1.02;Negative
43998.00;-0.03;-0.01;1.04;Negative
44047.00;-0.03;-0.01;1.03;Negative
44098.00;-0.02;-0.02;1.02;Negative
44147.00;-0.02;-0.02;1.01;Negative
44198.00;-0.01;-0.02;1.02;Negative
44264.00;-0.03;-0.01;1.03;Negative
44314.00;-0.01;-0.01;1.04;Negative
44366.00;-0.02;-0.02;1.02;Negative
44415.00;-0.03;-0.02;1.03;Negative
44465.00;-0.01;-0.02;1.03;Negative
44514.00;-0.03;-0.02;1.01;Negative
44565.00;-0.02;-0.03;1.02;Negative
44614.00;-0.01;-0.02;1.03;Negative
44665.00;-0.02;-0.02;1.02;Negative
44714.00;-0.03;-0.03;1.03;Negative
44765.00;-0.01;-0.00;1.02;Negative
44815.00;-0.01;-0.02;1.04;Negative
44865.00;-0.02;-0.02;1.04;Negative
44914.00;-0.02;-0.02;1.02;Negative
44965.00;-0.02;-0.02;1.04;Negative
45031.00;-0.02;-0.02;1.02;Negative
45065.00;-0.03;-0.03;1.04;Negative
45131.00;-0.01;-0.03;1.02;Negative
45180.00;-0.02;-0.02;1.02;Negative
45230.00;-0.01;-0.02;1.04;Negative
45279.00;-0.01;-0.02;1.03;Negative
45330.00;-0.02;-0.02;1.04;Negative
45380.00;-0.03;-0.02;1.02;Negative
45430.00;-0.03;-0.03;1.03;Negative
45479.00;-0.02;-0.02;1.01;Negative
45531.00;-0.02;-0.01;1.03;Negative
45579.00;-0.03;-0.02;1.03;Negative
45630.00;-0.01;-0.01;1.01;Negative
45680.00;-0.02;-0.01;1.03;Negative
45730.00;-0.03;-0.02;1.02;Negative
45779.00;-0.02;-0.01;1.03;Negative
45829.00;-0.03;-0.01;1.02;Negative
45896.00;-0.02;-0.02;1.03;Negative
45945.00;-0.03;-0.02;1.03;Negative
45997.00;-0.02;-0.02;1.03;Negative
46045.00;-0.03;-0.01;1.02;Negative
46096.00;-0.03;-0.01;1.03;Negative
46146.00;-0.03;-0.02;1.04;Negative
46196.00;-0.03;-0.01;1.02;Negative
46245.00;-0.03;-0.02;1.03;Negative
46296.00;-0.02;-0.01;1.02;Negative
46346.00;-0.03;-0.02;1.03;Negative
46396.00;-0.01;-0.02;1.01;Negative
46445.00;-0.02;-0.03;1.03;Negative
46496.00;-0.02;-0.03;1.02;Negative
46546.00;-0.02;-0.02;1.03;Negative
46596.00;-0.02;-0.02;1.01;Negative
46646.00;-0.02;-0.02;1.02;Negative
46696.00;-0.02;-0.02;1.02;Negative
46762.00;-0.03;-0.02;1.03;Negative
46812.00;-0.02;-0.01;1.03;Negative
46862.00;-0.03;-0.02;1.01;Negative
46911.00;-0.02;-0.01;1.03;Negative
46962.00;-0.03;-0.02;1.01;Negative
47011.00;-0.02;-0.02;1.02;Negative
47063.00;-0.02;-0.02;1.02;Negative
47112.00;-0.02;-0.02;1.02;Negative
47162.00;-0.03;-0.02;1.03;Negative
47212.00;-0.01;-0.02;1.01;Negative
47262.00;-0.04;-0.02;1.03;Negative
47311.00;-0.02;-0.03;1.03;Negative
47361.00;-0.02;-0.01;1.02;Negative
47412.00;-0.02;-0.02;1.02;Negative
47462.00;-0.02;-0.02;1.03;Negative
47528.00;-0.03;-0.02;1.03;Negative
47578.00;-0.03;-0.02;1.01;Negative
47628.00;-0.02;-0.02;1.04;Negative
47677.00;-0.02;-0.01;1.02;Negative
47728.00;-0.03;-0.02;1.02;Negative
47777.00;-0.03;-0.01;1.02;Negative
47828.00;-0.02;-0.01;1.02;Negative
47877.00;-0.02;-0.02;1.03;Negative
47928.00;-0.02;-0.02;1.04;Negative
47978.00;-0.02;-0.03;1.02;Negative
48029.00;-0.02;-0.02;1.02;Negative
48078.00;-0.01;-0.00;1.02;Negative
48128.00;-0.02;-0.03;1.03;Negative
48178.00;-0.02;-0.02;1.02;Negative
48228.00;-0.02;-0.03;1.03;Negative
48277.00;-0.02;-0.01;1.02;Negative
48328.00;-0.03;-0.01;1.01;Negative
48394.00;-0.02;-0.01;1.02;Negative
48443.00;-0.02;-0.01;1.03;Negative
48494.00;-0.03;0.00;1.02;Negative
48544.00;-0.01;-0.02;1.03;Negative
48594.00;-0.03;-0.01;1.01;Negative
48643.00;-0.02;-0.02;1.03;Negative
48694.00;-0.02;-0.01;1.03;Negative
48743.00;-0.02;-0.01;1.02;Negative
48794.00;-0.04;-0.02;1.02;Negative
48843.00;-0.02;-0.02;1.03;Negative
48893.00;-0.02;-0.01;1.03;Negative
48944.00;-0.03;-0.02;1.02;Negative
48994.00;-0.02;-0.04;1.03;Negative
49044.00;-0.02;-0.01;1.02;Negative
49093.00;-0.02;-0.02;1.02;Negative
49143.00;-0.02;-0.01;1.02;Negative
49194.00;-0.02;-0.02;1.01;Negative
49260.00;-0.02;-0.02;1.02;Negative
49311.00;-0.02;-0.02;1.02;Negative
49361.00;-0.03;-0.02;1.02;Negative
49409.00;-0.02;-0.02;1.02;Negative
49460.00;-0.02;-0.01;1.02;Negative
49510.00;-0.02;-0.02;1.04;Negative
49561.00;-0.01;-0.02;1.02;Negative
49609.00;-0.03;-0.02;1.02;Negative
49661.00;-0.03;-0.03;1.03;Negative
49710.00;-0.02;-0.02;1.03;Negative
49761.00;-0.02;-0.02;1.03;Negative
49810.00;-0.01;-0.01;1.02;Negative
49861.00;-0.01;-0.02;1.02;Negative
49909.00;-0.02;-0.01;1.03;Negative
49960.00;-0.03;-0.01;1.03;Negative
50010.00;-0.01;-0.02;1.03;Negative
50077.00;-0.03;-0.02;1.02;Negative
50127.00;-0.02;-0.03;1.03;Negative
50177.00;-0.02;-0.02;1.03;Negative
50227.00;-0.01;-0.02;1.03;Negative
50276.00;-0.02;-0.01;1.02;Negative
50327.00;-0.02;-0.02;1.02;Negative
50375.00;-0.02;-0.02;1.02;Negative
50426.00;-0.02;-0.01;1.02;Negative
50475.00;-0.02;-0.01;1.03;Negative
50525.00;-0.03;-0.02;1.03;Negative
50575.00;-0.01;-0.02;1.02;Negative
50626.00;-0.02;-0.02;1.02;Negative
50675.00;-0.02;-0.02;1.03;Negative
50727.00;-0.01;-0.02;1.00;Negative
50776.00;-0.00;-0.01;1.02;Negative
50827.00;-0.02;-0.02;1.03;Negative
50877.00;-0.02;-0.02;1.04;Negative
50928.00;-0.02;-0.02;1.03;Negative
50994.00;-0.02;-0.03;0.99;Negative
51043.00;-0.01;-0.02;1.03;Negative
51093.00;-0.01;-0.02;1.01;Negative
51143.00;-0.02;-0.03;1.02;Negative
51194.00;-0.04;-0.01;1.04;Negative
51242.00;-0.02;-0.01;1.02;Negative
51293.00;-0.02;-0.01;1.10;Negative
51342.00;-0.01;-0.02;1.03;Negative
51393.00;-0.02;-0.01;1.03;Negative
51443.00;-0.01;-0.01;1.03;Negative
51495.00;-0.02;-0.03;1.03;Negative
51545.00;-0.02;-0.02;1.03;Negative
51596.00;-0.03;-0.04;1.03;Negative
51644.00;-0.02;-0.00;1.03;Negative
51694.00;-0.03;-0.01;1.03;Negative
51743.00;-0.01;-0.01;1.02;Negative
51810.00;-0.02;-0.03;1.02;Negative
51861.00;-0.01;-0.02;1.03;Negative
51909.00;-0.02;-0.01;1.02;Negative
51960.00;-0.03;-0.02;1.04;Negative
52009.00;-0.03;-0.02;1.02;Negative
52059.00;-0.02;-0.02;1.03;Negative
52109.00;-0.03;-0.02;1.04;Negative
52160.00;-0.02;-0.02;1.02;Negative
52209.00;-0.02;-0.02;1.02;Negative
52260.00;-0.02;-0.01;1.03;Negative
52308.00;-0.02;-0.02;1.03;Negative
52360.00;-0.02;-0.01;1.01;Negative
52408.00;-0.01;-0.01;1.03;Negative
52458.00;-0.02;-0.02;1.03;Negative
52508.00;-0.03;-0.02;1.01;Negative
52574.00;-0.03;-0.02;1.03;Negative
52625.00;-0.02;-0.02;1.03;Negative
52675.00;-0.03;-0.03;1.01;Negative
52725.00;-0.03;-0.01;1.02;Negative
52775.00;-0.02;-0.01;1.02;Negative
52825.00;-0.01;-0.02;1.03;Negative
52874.00;-0.03;-0.01;1.03;Negative
52925.00;-0.02;-0.01;1.02;Negative
52974.00;-0.03;-0.01;1.03;Negative
53026.00;-0.02;-0.01;1.03;Negative
53075.00;-0.02;-0.01;1.03;Negative
53125.00;-0.03;-0.03;1.03;Negative
53174.00;-0.01;-0.01;1.02;Negative
53226.00;-0.03;-0.02;1.01;Negative
53275.00;-0.02;-0.02;1.03;Negative
53324.00;-0.03;-0.01;1.03;Negative
53392.00;-0.03;-0.01;1.02;Negative
53441.00;-0.02;-0.03;1.03;Negative
53492.00;-0.02;-0.02;1.03;Negative
53542.00;-0.01;-0.01;1.04;Negative
53585.00;-0.00;-0.02;1.04;Negative
53642.00;-0.03;-0.03;1.03;Negative
53692.00;-0.02;-0.02;1.03;Negative
53743.00;-0.02;0.00;1.04;Negative
53793.00;-0.01;-0.02;1.02;Negative
53841.00;-0.02;-0.02;1.03;Negative
53893.00;-0.01;-0.01;1.02;Negative
53942.00;-0.02;-0.01;1.03;Negative
53993.00;-0.02;-0.02;1.03;Negative
54042.00;-0.02;-0.01;1.03;Negative
54093.00;-0.02;-0.01;1.03;Negative
54141.00;-0.01;-0.02;1.03;Negative
54192.00;-0.02;-0.02;1.02;Negative
54259.00;-0.03;-0.01;1.02;Negative
54308.00;-0.02;-0.02;1.03;Negative
54360.00;-0.02;-0.01;1.02;Negative
54408.00;-0.02;-0.01;1.03;Negative
54458.00;-0.03;-0.01;1.03;Negative
54508.00;-0.00;-0.02;1.02;Negative
54560.00;-0.02;-0.02;1.03;Negative
54607.00;-0.02;-0.02;1.03;Negative
54659.00;-0.03;-0.02;1.02;Negative
54708.00;-0.03;-0.01;1.03;Negative
54758.00;-0.02;-0.01;1.02;Negative
54807.00;-0.01;-0.02;1.03;Negative
54856.00;-0.01;-0.01;1.04;Negative
54906.00;-0.03;-0.01;1.03;Negative
54956.00;-0.02;-0.02;1.03;Negative
55007.00;-0.01;-0.02;1.01;Negative
55072.00;-0.02;-0.02;1.02;Negative
55122.00;-0.03;-0.02;1.03;Negative
55173.00;-0.02;-0.02;1.02;Negative
55222.00;-0.01;-0.01;1.03;Negative
55272.00;-0.02;-0.01;1.02;Negative
55322.00;-0.01;-0.02;1.02;Negative
55372.00;-0.02;-0.02;1.03;Negative
55422.00;-0.02;-0.01;1.04;Negative
55473.00;-0.02;-0.02;1.03;Negative
55522.00;-0.03;-0.01;1.02;Negative
55572.00;-0.02;-0.02;1.03;Negative
55622.00;-0.02;-0.02;1.03;Negative
55672.00;-0.03;-0.02;1.03;Negative
55723.00;-0.02;-0.02;1.02;Negative
55771.00;-0.04;-0.02;1.02;Negative
55823.00;-0.02;-0.02;1.02;Negative
55872.00;-0.01;-0.02;1.02;Negative
55924.00;-0.02;-0.02;1.02;Negative
55990.00;-0.02;-0.02;1.02;Negative
56040.00;-0.01;-0.02;1.01;Negative
56090.00;-0.03;-0.03;1.02;Negative
56140.00;-0.02;-0.02;1.02;Negative
56190.00;-0.01;-0.02;1.02;Negative
56240.00;-0.02;-0.02;1.03;Negative
56291.00;-0.03;-0.01;1.04;Negative
56339.00;-0.02;-0.02;1.04;Negative
56391.00;-0.03;-0.03;1.02;Negative
56440.00;-0.02;-0.01;1.02;Negative
56490.00;-0.03;-0.02;1.03;Negative
56538.00;-0.03;-0.02;1.03;Negative
56590.00;-0.03;-0.03;1.03;Negative
56639.00;-0.02;-0.01;1.02;Negative
56690.00;-0.01;-0.02;1.02;Negative
56756.00;-0.02;-0.02;1.03;Negative
56791.00;-0.02;-0.01;1.03;Negative
56856.00;-0.03;-0.01;1.02;Negative
56905.00;-0.02;-0.01;1.02;Negative
56956.00;-0.02;-0.02;1.04;Negative
57006.00;-0.09;-0.00;1.15;Negative
57057.00;-0.06;-0.03;1.06;Negative
57106.00;-0.02;-0.04;0.97;Negative
57156.00;-0.01;-0.02;0.99;Negative
57205.00;-0.01;-0.02;1.01;Negative
57256.00;-0.02;-0.02;1.01;Negative
57305.00;-0.02;-0.02;1.02;Negative
57356.00;-0.02;-0.02;1.02;Negative
57405.00;-0.02;-0.00;1.02;Negative
57456.00;-0.01;-0.02;1.02;Negative
57505.00;-0.03;-0.03;1.03;Negative
57556.00;-0.02;-0.01;1.02;Negative
57623.00;-0.02;-0.02;1.03;Negative
57672.00;-0.02;-0.01;1.02;Negative
57723.00;-0.03;-0.02;1.03;Negative
57772.00;-0.03;-0.01;1.02;Negative
57823.00;-0.03;-0.02;1.02;Negative
57871.00;-0.02;-0.03;1.02;Negative
57923.00;-0.02;-0.02;1.02;Negative
57971.00;-0.02;-0.02;1.01;Negative
58022.00;-0.02;-0.02;1.02;Negative
58071.00;-0.03;-0.07;1.08;Negative
58122.00;-0.03;-0.05;0.87;Negative
58171.00;-0.02;-0.01;1.05;Negative
58223.00;-0.01;-0.02;1.03;Negative
58271.00;-0.04;-0.02;1.03;Negative
58323.00;-0.01;-0.01;1.03;Negative
58372.00;-0.02;-0.02;1.03;Negative
58422.00;-0.01;-0.01;1.03;Negative
58488.00;-0.00;-0.01;1.02;Negative
58538.00;-0.01;-0.01;1.02;Negative
58589.00;-0.02;-0.02;0.92;Negative
58638.00;0.08;-0.09;0.91;Negative
58689.00;-1.26;-0.20;2.00;Negative
58738.00;-0.12;0.06;1.96;Negative
58789.00;0.31;0.05;0.98;Negative
58838.00;0.25;0.31;0.29;Negative
58889.00;0.04;0.17;0.36;Negative
58938.00;0.21;0.19;-0.11;Negative
58988.00;0.38;0.27;0.01;Negative
59038.00;0.49;1.01;0.46;Positive
59089.00;0.44;1.52;0.91;Positive
59137.00;0.41;1.55;0.90;Positive
59188.00;0.24;1.09;0.53;Positive
59255.00;0.14;0.54;0.06;Positive
59304.00;0.15;0.30;-0.06;Positive
59354.00;0.32;0.12;-0.15;Positive
59404.00;0.33;0.62;-0.00;Positive
59454.00;0.26;1.40;0.24;Positive
59503.00;0.37;1.88;0.64;Positive
59553.00;0.22;1.57;0.57;Positive
59603.00;-0.02;0.99;0.37;Positive
59654.00;0.14;0.53;0.10;Positive
59703.00;0.35;0.28;0.12;Positive
59754.00;0.39;0.04;-0.08;Positive
59803.00;0.55;0.67;-0.13;Positive
59855.00;0.30;1.69;0.31;Positive
59904.00;0.08;1.81;0.42;Positive
59956.00;-0.15;1.34;0.41;Positive
60004.00;-0.10;0.72;0.25;Positive
60055.00;0.54;0.31;0.30;Positive
60121.00;0.78;0.29;0.04;Positive
60170.00;0.69;0.71;-0.23;Positive
60221.00;0.19;1.56;0.19;Positive
60270.00;-0.19;1.55;0.31;Positive
60321.00;-0.27;1.13;0.40;Positive
60369.00;0.23;0.74;0.46;Positive
60421.00;0.37;0.26;0.14;Positive
60469.00;0.60;0.32;-0.16;Positive
60520.00;0.67;0.84;-0.16;Positive
60569.00;0.43;1.41;0.01;Positive
60620.00;0.14;1.51;0.12;Positive
60669.00;-0.03;1.55;0.45;Positive
60720.00;-0.07;1.11;0.47;Positive
60769.00;-0.10;0.65;0.32;Positive
60820.00;0.18;0.38;0.27;Positive
60870.00;0.40;0.27;0.01;Positive
60935.00;0.79;0.51;-0.31;Positive
60986.00;0.85;1.29;-0.28;Positive
61036.00;0.10;1.60;-0.03;Positive
61087.00;-0.17;1.62;0.67;Positive
61135.00;-0.03;1.18;0.69;Positive
61186.00;-0.00;0.60;0.39;Positive
61235.00;0.34;0.37;0.21;Positive
61286.00;0.75;0.57;0.10;Positive
61335.00;0.85;0.98;0.16;Positive
61385.00;0.55;1.35;0.38;Positive
61434.00;0.08;1.69;0.67;Positive
61484.00;0.03;1.23;0.61;Positive
61533.00;0.26;0.74;0.41;Positive
61584.00;-0.18;0.10;-0.06;Positive
61635.00;0.10;-0.22;-0.53;Positive
61687.00;0.28;-0.63;-1.30;Positive
61751.00;1.18;0.20;-0.86;Positive
61800.00;1.32;1.04;-0.44;Positive
61851.00;0.94;0.74;-0.42;Positive
61900.00;0.35;0.20;-0.41;Positive
61952.00;-0.19;-0.01;-0.31;Positive
62000.00;-0.68;-0.66;-0.87;Positive
62051.00;-0.24;-0.76;-1.14;Positive
62100.00;0.19;-0.65;-1.33;Positive
62150.00;0.67;-0.34;-1.51;Positive
62200.00;0.61;0.09;-1.09;Positive
62250.00;0.13;0.25;-0.83;Positive
62299.00;-0.45;-0.19;-0.56;Positive
62350.00;-0.46;-0.17;-0.46;Positive
62399.00;-0.24;-0.11;-0.68;Positive
62449.00;-0.26;0.29;-0.80;Positive
62517.00;-0.74;-0.05;-1.11;Positive
62566.00;-1.20;0.05;-1.03;Positive
62616.00;-1.21;0.04;-0.97;Positive
62668.00;-0.88;0.08;-0.68;Positive
62716.00;-0.14;0.15;-0.59;Positive
62766.00;-0.02;0.17;-0.63;Positive
62816.00;0.60;0.08;-0.40;Positive
62865.00;0.54;-0.28;-0.77;Positive
62917.00;0.59;-0.17;-1.33;Positive
62965.00;0.49;0.76;-1.52;Positive
63017.00;0.08;0.48;-0.99;Positive
63067.00;0.04;0.08;-0.38;Positive
63119.00;0.13;0.21;-0.15;Positive
63166.00;0.37;0.86;-0.05;Positive
63218.00;0.25;0.97;0.34;Positive
63268.00;0.32;1.00;0.85;Positive
63316.00;-0.33;0.70;1.45;Positive
63382.00;-0.23;0.73;1.97;Positive
63432.00;-0.08;1.01;1.48;Positive
63482.00;-0.69;0.50;0.17;Positive
63533.00;-0.63;0.46;0.71;Positive
63584.00;-0.60;0.04;0.13;Positive
63633.00;-0.77;-0.02;-0.53;Positive
63682.00;-0.99;0.31;-0.90;Positive
63733.00;-1.06;0.29;-0.74;Positive
63784.00;-0.70;0.07;-0.31;Positive
63834.00;0.08;0.02;0.20;Positive
63885.00;0.03;0.78;0.45;Positive
63934.00;-0.79;0.81;0.41;Positive
