T;Ax;Ay;Az;CLASS
63985.00;-1.22;0.63;0.77;Positive
64033.00;-0.52;1.17;1.75;Positive
64084.00;-1.18;-0.04;1.56;Positive
64133.00;-0.60;-0.14;1.59;Positive
64184.00;-0.50;0.26;0.95;Positive
64251.00;-0.15;0.13;1.00;Positive
64285.00;0.09;0.34;0.19;Positive
64352.00;0.47;0.60;0.55;Positive
64400.00;0.46;0.16;-0.22;Positive
64451.00;0.90;0.73;-0.39;Positive
64500.00;0.58;0.76;-0.52;Positive
64551.00;0.34;0.13;-1.01;Positive
64599.00;0.18;-0.18;-0.80;Positive
64650.00;-0.06;-0.50;-0.60;Positive
64699.00;-0.29;-0.80;-0.91;Positive
64750.00;0.08;-0.28;-0.90;Positive
64799.00;-0.11;-0.29;-1.39;Positive
64850.00;-0.26;-0.32;-1.26;Positive
64899.00;-0.17;-0.40;-1.02;Positive
64950.00;0.14;-0.36;-0.32;Positive
65016.00;0.48;0.23;0.28;Positive
65050.00;0.53;0.80;0.20;Positive
65117.00;0.18;0.64;0.78;Positive
65166.00;-0.11;0.78;1.07;Positive
65216.00;-0.51;1.16;1.59;Positive
65266.00;-0.56;1.16;0.95;Positive
65318.00;-0.60;1.20;0.58;Positive
65365.00;-0.34;0.54;0.37;Positive
65416.00;-0.11;0.58;0.13;Positive
65465.00;-0.11;0.18;-0.18;Positive
65514.00;-0.07;0.96;-0.28;Positive
65564.00;-0.49;1.05;-0.86;Positive
65614.00;-0.38;1.14;-0.91;Positive
65664.00;-0.13;0.89;-0.87;Positive
65715.00;0.21;0.67;-0.76;Positive
65765.00;0.13;0.17;-0.39;Positive
65815.00;-0.06;-0.39;-0.71;Positive
65883.00;0.34;-0.21;-0.65;Positive
65930.00;0.85;-0.07;-0.80;Positive
65983.00;0.83;-0.32;-1.30;Positive
66031.00;0.92;0.43;-0.79;Positive
66083.00;0.26;0.59;-0.44;Positive
66132.00;-0.74;1.45;0.31;Positive
66182.00;-0.32;1.38;0.83;Positive
66231.00;0.67;0.90;0.29;Positive
66281.00;-0.37;0.72;0.11;Positive
66331.00;-0.39;0.36;0.70;Positive
66382.00;-0.16;0.70;1.47;Positive
66431.00;-0.12;1.27;2.00;Positive
66483.00;-0.04;0.46;1.57;Positive
66530.00;0.09;0.29;1.18;Positive
66581.00;0.26;0.22;0.04;Positive
66647.00;0.06;0.22;-0.66;Positive
66696.00;0.36;0.05;-1.00;Positive
66746.00;0.90;0.10;-1.01;Positive
66795.00;1.10;0.48;-0.96;Positive
66846.00;0.08;0.35;-0.95;Positive
66895.00;-0.11;0.25;-0.65;Positive
66946.00;-0.27;-0.16;-0.64;Positive
66996.00;0.16;-0.40;-0.59;Positive
67048.00;0.41;0.36;-0.58;Positive
67097.00;0.47;0.64;0.01;Positive
67147.00;0.16;0.87;0.49;Positive
67197.00;0.44;0.60;0.63;Positive
67246.00;-0.17;0.94;2.00;Positive
67295.00;-0.06;0.65;1.42;Positive
67346.00;-0.25;0.41;1.43;Positive
67395.00;0.17;1.05;0.99;Positive
67446.00;-0.79;0.24;0.29;Positive
67512.00;-0.93;0.07;0.10;Positive
67561.00;-0.02;0.17;0.74;Positive
67612.00;0.57;0.64;0.53;Positive
67662.00;0.12;0.69;1.33;Positive
67712.00;0.28;1.05;1.80;Positive
67761.00;0.04;0.67;1.36;Positive
67812.00;0.46;0.29;0.52;Positive
67862.00;0.57;0.86;0.60;Positive
67914.00;0.17;0.20;-0.19;Positive
67963.00;0.14;-0.22;-0.49;Positive
68013.00;0.62;-0.17;0.03;Positive
68063.00;1.30;0.73;1.01;Positive
68115.00;0.88;0.69;1.13;Positive
68162.00;0.68;1.04;1.65;Positive
68213.00;0.46;0.90;1.25;Positive
68262.00;0.27;0.70;0.68;Positive
68314.00;0.19;0.58;0.43;Positive
68379.00;-0.17;-0.05;-0.18;Positive
68429.00;0.24;-0.31;-0.19;Positive
68480.00;0.99;0.40;0.75;Positive
68529.00;0.31;0.92;1.12;Positive
68580.00;0.11;1.51;1.49;Positive
68629.00;-0.26;1.38;1.19;Positive
68680.00;-0.72;1.07;0.94;Positive
68729.00;-0.28;-0.04;-0.20;Positive
68781.00;0.16;-0.31;0.26;Positive
68829.00;0.63;0.20;1.34;Positive
68880.00;0.45;0.90;1.53;Positive
68930.00;-0.15;1.01;1.75;Positive
68980.00;-0.26;0.81;1.46;Positive
69030.00;-0.20;0.95;0.99;Positive
69080.00;-0.18;0.25;0.29;Positive
69129.00;-0.15;0.05;0.14;Positive
69180.00;0.86;0.15;1.39;Positive
69246.00;0.70;0.47;1.22;Positive
69295.00;-0.04;0.71;1.29;Positive
69346.00;-0.13;1.22;1.32;Positive
69396.00;-0.21;0.73;1.11;Positive
69446.00;-0.17;0.69;0.47;Positive
69495.00;-0.05;0.17;0.44;Positive
69548.00;0.21;-0.09;0.66;Positive
69596.00;0.74;0.49;1.49;Positive
69647.00;0.32;0.46;1.24;Positive
69695.00;-0.01;0.97;1.51;Positive
69745.00;-0.29;0.66;1.24;Positive
69794.00;-0.15;0.83;0.91;Positive
69844.00;-0.18;0.34;0.61;Positive
69894.00;-0.07;-0.07;0.48;Positive
69960.00;0.52;0.04;1.25;Positive
70010.00;0.55;0.46;1.37;Positive
70059.00;0.15;0.38;1.32;Positive
70111.00;-0.28;0.45;1.65;Positive
70160.00;-0.01;0.70;1.36;Positive
70210.00;-0.16;0.59;1.43;Positive
70259.00;0.09;0.17;0.33;Positive
70310.00;0.27;0.08;0.21;Positive
70359.00;0.60;-0.21;0.25;Positive
70410.00;0.98;0.23;1.02;Positive
70459.00;0.89;0.52;1.47;Positive
70510.00;0.23;0.55;1.30;Positive
70559.00;-0.12;0.89;1.36;Positive
70610.00;-0.22;1.12;0.89;Positive
70659.00;-0.17;0.77;0.68;Positive
70709.00;0.06;0.12;0.51;Positive
70776.00;0.42;-0.15;0.43;Positive
70827.00;0.84;0.46;1.10;Positive
70862.00;0.74;0.85;1.42;Positive
70925.00;0.11;1.16;1.60;Positive
70976.00;-0.05;1.15;0.75;Positive
71025.00;0.29;1.06;0.77;Positive
71076.00;0.12;0.50;0.27;Positive
71125.00;-0.12;0.07;-0.05;Positive
71176.00;0.87;0.22;0.84;Positive
71225.00;1.29;0.64;1.31;Positive
71276.00;0.61;0.91;1.27;Positive
71325.00;0.16;1.11;1.14;Positive
71375.00;0.16;1.10;0.74;Positive
71425.00;0.08;0.74;0.29;Positive
71475.00;0.08;0.32;-0.01;Positive
71525.00;0.42;0.13;0.47;Positive
71576.00;0.87;0.18;0.97;Positive
71642.00;0.80;0.34;1.23;Positive
71691.00;0.50;0.56;1.32;Positive
71741.00;0.23;0.76;1.53;Positive
71791.00;0.08;0.80;1.22;Positive
71841.00;0.00;0.88;0.75;Positive
71891.00;-0.18;0.36;0.48;Positive
71941.00;-0.02;0.12;0.38;Positive
71991.00;0.62;0.05;1.05;Positive
72042.00;0.99;0.36;1.32;Positive
72091.00;0.57;0.50;1.24;Positive
72141.00;-0.03;0.91;1.37;Positive
72191.00;0.10;1.08;1.29;Positive
72241.00;-0.15;0.71;0.67;Positive
72291.00;0.11;0.25;0.21;Positive
72341.00;0.35;0.01;0.45;Positive
72408.00;1.03;0.18;1.03;Positive
72457.00;0.94;0.47;0.99;Positive
72508.00;0.47;0.87;1.22;Positive
72557.00;-0.03;0.96;1.07;Positive
72608.00;-0.10;1.10;0.97;Positive
72657.00;-0.13;0.78;0.81;Positive
72707.00;0.04;0.33;0.44;Positive
72757.00;0.44;-0.05;0.59;Positive
72807.00;0.92;0.06;1.02;Positive
72857.00;0.71;0.74;1.17;Positive
72907.00;0.27;1.05;1.48;Positive
72957.00;-0.24;0.87;1.24;Positive
73007.00;-0.43;0.87;0.90;Positive
73057.00;-0.33;0.54;0.61;Positive
73107.00;0.07;0.39;0.69;Positive
73157.00;0.42;-0.01;0.93;Positive
73223.00;0.81;0.60;1.39;Positive
73274.00;0.46;0.97;1.27;Positive
73323.00;-0.33;0.77;0.93;Positive
73374.00;-0.54;0.96;1.13;Positive
73423.00;-0.23;0.73;0.99;Positive
73473.00;0.02;0.20;0.50;Positive
73522.00;0.12;-0.26;0.65;Positive
73573.00;0.44;-0.19;1.47;Positive
73623.00;0.70;1.43;1.97;Positive
73673.00;-0.19;-0.13;0.67;Positive
73723.00;-0.13;0.51;1.56;Positive
73773.00;-0.27;0.47;1.38;Positive
73822.00;-0.15;0.38;0.89;Positive
73873.00;0.28;0.08;0.41;Positive
73923.00;0.56;-0.13;0.07;Positive
73973.00;1.60;-0.07;0.28;Positive
74039.00;1.21;0.62;1.01;Positive
74089.00;0.90;1.18;1.31;Positive
74139.00;0.65;1.01;0.93;Positive
74189.00;0.51;0.82;0.44;Positive
74239.00;0.42;0.64;0.12;Positive
74288.00;0.12;0.37;-0.11;Positive
74339.00;0.45;-0.31;-0.38;Positive
74389.00;1.14;-0.74;-0.85;Positive
74439.00;0.80;-0.72;-1.05;Positive
74490.00;1.46;-0.04;-0.74;Positive
74540.00;1.22;1.05;-0.31;Positive
74589.00;0.57;1.01;-0.11;Positive
74639.00;0.11;0.54;-0.27;Positive
74689.00;-0.18;0.13;-0.55;Positive
74740.00;-0.14;-0.28;-0.78;Positive
74788.00;0.38;-0.97;-1.02;Positive
74839.00;0.87;-0.03;-0.60;Positive
74906.00;1.25;0.29;-0.25;Positive
74955.00;1.24;0.96;0.31;Positive
75006.00;1.03;0.83;0.65;Positive
75055.00;0.31;-0.04;0.24;Positive
75106.00;0.35;-0.07;1.31;Positive
75155.00;0.05;0.45;1.49;Positive
75206.00;0.08;0.60;1.38;Positive
75255.00;0.19;0.30;1.06;Positive
75305.00;-0.38;0.25;0.14;Positive
75355.00;-0.04;0.53;0.24;Positive
75405.00;0.28;0.54;0.43;Positive
75454.00;1.19;0.73;1.04;Positive
75505.00;0.99;0.77;1.21;Positive
75555.00;0.68;0.73;0.84;Positive
75605.00;0.69;0.87;0.66;Positive
75655.00;0.30;0.50;0.26;Positive
75721.00;0.10;-0.17;-0.30;Positive
75771.00;0.39;-0.23;-0.24;Positive
75821.00;1.12;0.18;0.89;Positive
75872.00;1.30;0.44;1.44;Positive
75921.00;0.51;0.73;1.54;Positive
75971.00;0.23;0.88;1.24;Positive
76021.00;-0.10;0.35;0.69;Positive
76072.00;0.21;0.10;0.66;Positive
76121.00;0.85;0.04;1.19;Positive
76171.00;0.40;0.52;1.40;Positive
76221.00;-0.11;0.54;1.18;Positive
76271.00;-0.02;0.81;0.97;Positive
76320.00;0.30;0.74;0.81;Positive
76371.00;0.44;0.66;0.96;Positive
76420.00;0.10;-0.13;0.01;Positive
76471.00;0.75;-0.27;0.86;Positive
76537.00;1.24;0.16;1.38;Positive
76587.00;0.73;0.41;1.55;Positive
76637.00;0.26;0.70;1.77;Positive
76687.00;0.07;0.51;1.08;Positive
76737.00;0.09;0.51;0.81;Positive
76787.00;0.08;0.09;0.41;Positive
76837.00;0.25;-0.09;0.59;Positive
76886.00;0.61;0.10;1.10;Positive
76937.00;0.43;0.51;1.24;Positive
76986.00;-0.12;0.79;1.73;Positive
77037.00;-0.30;0.73;1.50;Positive
77086.00;-0.15;0.42;0.63;Positive
77137.00;0.04;0.20;0.62;Positive
77186.00;0.19;-0.03;0.70;Positive
77237.00;0.61;-0.05;1.02;Positive
77286.00;0.60;0.13;1.33;Positive
77337.00;0.11;0.24;1.21;Positive
77403.00;-0.18;0.43;1.77;Positive
77453.00;-0.17;0.52;1.38;Positive
77503.00;-0.25;0.32;0.94;Positive
77553.00;0.02;0.10;0.70;Positive
77603.00;0.35;-0.27;0.50;Positive
77652.00;0.73;-0.06;0.97;Positive
77703.00;0.53;0.37;1.42;Positive
77753.00;-0.11;0.49;1.60;Positive
77803.00;-0.20;0.47;1.59;Positive
77852.00;-0.28;0.34;0.95;Positive
77903.00;0.16;0.21;0.89;Positive
77953.00;0.17;-0.15;0.44;Positive
78004.00;0.47;-0.27;0.80;Positive
78054.00;0.65;0.05;1.12;Positive
78104.00;0.40;0.55;1.55;Positive
78153.00;-0.07;0.36;1.65;Positive
78204.00;-0.18;0.22;1.37;Positive
78269.00;0.02;0.29;1.29;Positive
78319.00;-0.10;0.18;0.79;Positive
78370.00;0.18;-0.11;0.58;Positive
78419.00;0.50;-0.29;0.50;Positive
78469.00;0.69;0.05;0.94;Positive
78519.00;0.14;0.51;1.55;Positive
78569.00;-0.27;0.26;1.25;Positive
78618.00;-0.08;0.01;1.12;Positive
78668.00;0.16;0.02;1.09;Positive
78718.00;0.12;-0.16;1.01;Positive
78769.00;-0.13;-0.03;0.82;Positive
78818.00;0.06;0.15;0.72;Positive
78869.00;0.04;-0.07;0.63;Positive
78918.00;-0.04;-0.12;1.08;Positive
78985.00;-0.01;0.01;1.44;Positive
79035.00;-0.04;-0.03;1.09;Positive
79085.00;-0.06;-0.09;0.90;Positive
79135.00;-2.00;2.00;2.00;Positive
79184.00;-0.06;-0.15;0.33;Positive
79237.00;-0.09;-0.05;0.77;Positive
79286.00;-0.10;-1.59;-2.00;Negative
79335.00;0.09;0.07;1.00;Negative
79384.00;-0.01;0.02;1.01;Negative
79435.00;0.00;0.02;1.02;Negative
79484.00;-0.02;0.02;1.03;Negative
79535.00;-0.01;0.02;1.03;Negative
79585.00;-0.01;0.03;1.03;Negative
79635.00;-0.01;0.01;1.03;Negative
79684.00;-0.00;0.02;1.02;Negative
79734.00;-0.02;0.03;1.02;Negative
79785.00;0.00;0.02;1.01;Negative
79835.00;-0.00;0.02;1.03;Negative
79901.00;0.00;0.02;1.02;Negative
79951.00;-0.00;0.03;1.03;Negative
80001.00;0.01;0.02;1.02;Negative
80051.00;-0.01;0.01;1.03;Negative
80101.00;-0.00;0.04;1.03;Negative
80151.00;-0.00;0.02;1.03;Negative
80203.00;-0.01;0.02;1.04;Negative
80251.00;-0.02;0.01;1.02;Negative
80301.00;-0.01;0.03;1.02;Negative
80351.00;0.00;0.03;1.01;Negative
80403.00;0.00;0.02;1.02;Negative
80451.00;-0.00;0.01;1.03;Negative
80501.00;-0.00;0.02;1.02;Negative
80551.00;-0.01;0.02;1.03;Negative
80602.00;0.00;0.02;1.02;Negative
80667.00;-0.01;0.02;1.02;Negative
80702.00;0.01;0.01;1.02;Negative
80769.00;-0.00;0.03;1.01;Negative
80818.00;-0.00;0.03;1.02;Negative
80867.00;-0.01;0.02;1.02;Negative
80917.00;-0.00;0.02;1.02;Negative
80967.00;-0.01;0.03;1.03;Negative
81016.00;-0.02;0.02;1.03;Negative
81067.00;0.00;0.02;1.02;Negative
81117.00;-0.01;0.02;1.03;Negative
81167.00;-0.01;0.02;1.02;Negative
81217.00;-0.01;0.03;1.03;Negative
81267.00;0.00;0.02;1.02;Negative
81316.00;-0.01;0.02;1.02;Negative
81367.00;0.00;0.02;1.02;Negative
81416.00;-0.00;0.01;1.03;Negative
81467.00;-0.02;0.02;1.02;Negative
81533.00;-0.00;0.01;1.03;Negative
81583.00;0.00;0.03;1.02;Negative
81633.00;-0.00;0.01;1.03;Negative
81683.00;-0.00;0.02;1.03;Negative
81733.00;-0.02;0.02;1.02;Negative
81782.00;-0.00;0.02;1.01;Negative
81833.00;-0.02;0.03;1.03;Negative
81883.00;-0.01;0.03;1.03;Negative
81933.00;-0.01;0.03;1.02;Negative
81983.00;-0.02;0.03;1.03;Negative
82034.00;-0.00;0.01;1.03;Negative
82083.00;-0.01;0.01;1.01;Negative
82133.00;-0.00;0.02;1.02;Negative
82183.00;0.00;0.02;1.03;Negative
82234.00;-0.00;0.02;1.03;Negative
82302.00;-0.02;0.02;1.02;Negative
82334.00;-0.01;0.03;1.03;Negative
82400.00;-0.01;0.03;1.02;Negative
82450.00;-0.01;0.03;1.03;Negative
82500.00;0.00;0.02;1.02;Negative
82550.00;0.00;0.02;1.04;Negative
82600.00;-0.00;0.02;1.03;Negative
82649.00;-0.01;0.03;1.03;Negative
82699.00;-0.02;0.02;1.03;Negative
82749.00;-0.01;0.03;1.02;Negative
82799.00;-0.01;0.02;1.02;Negative
82849.00;0.00;0.02;1.03;Negative
82899.00;0.00;0.02;1.03;Negative
82948.00;-0.01;0.01;1.04;Negative
82999.00;-0.02;0.02;1.02;Negative
83049.00;-0.01;0.01;1.04;Negative
83100.00;-0.01;0.02;1.02;Negative
83149.00;0.01;0.03;1.02;Negative
83199.00;-0.01;0.02;1.02;Negative
83266.00;-0.01;0.01;1.02;Negative
83315.00;-0.01;0.02;1.01;Negative
83365.00;-0.01;0.04;1.03;Negative
83415.00;-0.01;0.02;1.02;Negative
83466.00;-0.01;0.02;1.03;Negative
83515.00;-0.01;0.02;1.02;Negative
83566.00;-0.00;0.01;1.01;Negative
83615.00;-0.01;0.02;1.02;Negative
83665.00;-0.00;0.03;1.03;Negative
83715.00;-0.02;0.02;1.02;Negative
83765.00;-0.01;0.02;1.02;Negative
83815.00;0.00;0.02;1.01;Negative
83865.00;-0.01;0.02;1.02;Negative
83914.00;-0.00;0.03;1.02;Negative
83965.00;0.00;0.02;1.02;Negative
84032.00;0.00;0.02;1.02;Negative
84081.00;-0.01;0.01;1.02;Negative
84132.00;-0.02;0.03;1.03;Negative
84181.00;-0.01;0.02;1.02;Negative
84232.00;-0.02;0.03;1.03;Negative
84281.00;-0.00;0.02;1.02;Negative
84333.00;-0.00;0.02;1.02;Negative
84381.00;-0.00;0.04;1.03;Negative
84431.00;-0.00;0.02;1.01;Negative
84480.00;-0.01;0.02;1.01;Negative
84532.00;0.00;0.02;1.02;Negative
84581.00;-0.00;0.02;1.02;Negative
84631.00;-0.00;0.02;1.03;Negative
84680.00;-0.01;0.02;1.03;Negative
84731.00;-0.00;0.03;1.02;Negative
84798.00;-0.01;0.02;1.03;Negative
84847.00;-0.01;0.02;1.03;Negative
84899.00;-0.00;0.01;1.03;Negative
84948.00;-0.00;0.04;1.02;Negative
84999.00;-0.00;0.02;1.03;Negative
85047.00;-0.00;0.02;1.03;Negative
85101.00;-0.01;0.02;1.02;Negative
85147.00;-0.01;0.02;1.03;Negative
85197.00;-0.00;0.01;1.02;Negative
85247.00;0.00;0.01;1.02;Negative
85297.00;-0.01;0.03;1.02;Negative
85348.00;-0.00;0.02;1.02;Negative
85397.00;-0.01;0.01;1.02;Negative
85447.00;-0.01;0.02;1.02;Negative
85497.00;-0.00;0.00;1.01;Negative
85547.00;0.01;0.02;1.03;Negative
85597.00;-0.01;0.02;1.03;Negative
85663.00;-0.01;0.02;1.03;Negative
85713.00;-0.01;0.02;1.02;Negative
85763.00;-0.01;0.02;1.02;Negative
85813.00;-0.00;0.02;1.03;Negative
85864.00;0.00;0.02;1.03;Negative
85913.00;-0.01;0.02;1.04;Negative
85963.00;-0.00;0.02;1.02;Negative
86013.00;-0.01;0.02;1.03;Negative
86063.00;-0.01;0.03;1.02;Negative
86113.00;-0.00;0.02;1.03;Negative
86163.00;-0.01;0.02;1.02;Negative
86213.00;-0.01;0.02;1.03;Negative
86265.00;0.00;0.03;1.02;Negative
86314.00;-0.01;0.03;1.04;Negative
86364.00;-0.00;0.02;1.03;Negative
86413.00;-0.01;0.02;1.03;Negative
86464.00;-0.01;0.03;1.03;Negative
86530.00;-0.01;0.03;1.02;Negative
86580.00;-0.01;0.02;1.03;Negative
86630.00;-0.03;0.02;1.02;Negative
86680.00;-0.00;0.03;1.03;Negative
86730.00;-0.00;0.02;1.03;Negative
86781.00;0.00;0.02;1.03;Negative
86830.00;-0.01;0.02;1.02;Negative
86880.00;-0.01;0.02;1.03;Negative
86930.00;-0.00;0.02;1.02;Negative
86980.00;-0.01;0.02;1.03;Negative
87031.00;-0.00;0.02;1.03;Negative
87080.00;-0.00;0.02;1.02;Negative
87130.00;-0.01;0.02;1.02;Negative
87179.00;-0.01;0.03;1.03;Negative
87230.00;-0.01;0.02;1.02;Negative
87280.00;-0.01;0.02;1.03;Negative
87329.00;-0.00;0.03;1.02;Negative
87396.00;-0.01;0.03;1.02;Negative
87446.00;-0.01;0.01;1.03;Negative
87497.00;-0.01;0.02;1.02;Negative
87547.00;-0.01;0.02;1.03;Negative
87595.00;-0.01;0.02;1.03;Negative
87645.00;-0.00;0.02;1.02;Negative
87696.00;-0.01;0.02;1.03;Negative
87745.00;-0.00;0.04;1.02;Negative
87796.00;0.00;0.02;1.03;Negative
87845.00;-0.00;0.02;1.03;Negative
87896.00;-0.01;0.02;1.02;Negative
87945.00;-0.01;0.03;1.03;Negative
87997.00;-0.01;0.02;1.02;Negative
88046.00;-0.00;0.02;1.04;Negative
88097.00;-0.01;0.03;1.04;Negative
88147.00;-0.01;0.02;1.03;Negative
88196.00;-0.01;0.02;1.03;Negative
88264.00;-0.01;0.03;1.02;Negative
88311.00;-0.02;0.03;1.02;Negative
88361.00;-0.01;0.02;1.02;Negative
88411.00;-0.01;0.02;1.02;Negative
88461.00;0.00;0.02;1.03;Negative
88511.00;-0.01;0.01;1.02;Negative
88561.00;0.00;0.02;1.02;Negative
88611.00;-0.01;0.03;1.02;Negative
88662.00;0.00;0.02;1.02;Negative
88711.00;0.01;0.02;1.03;Negative
88763.00;-0.01;0.03;1.02;Negative
88811.00;-0.01;0.01;1.03;Negative
88861.00;-0.00;0.02;1.02;Negative
88912.00;-0.01;0.02;1.01;Negative
88963.00;-0.00;0.02;1.02;Negative
89028.00;-0.01;0.02;1.01;Negative
89077.00;-0.00;0.03;1.03;Negative
89128.00;-0.01;0.02;1.02;Negative
89177.00;-0.02;0.02;1.03;Negative
89227.00;-0.01;0.02;1.02;Negative
89277.00;-0.00;0.04;1.05;Negative
89328.00;-0.02;0.01;1.03;Negative
89378.00;-0.00;0.01;1.02;Negative
89429.00;-0.00;0.03;1.03;Negative
89478.00;-0.02;0.02;1.03;Negative
89529.00;-0.00;0.01;1.03;Negative
89578.00;-0.01;0.02;1.00;Negative
89629.00;-0.02;0.02;1.02;Negative
89678.00;-0.01;0.01;1.01;Negative
89727.00;-0.02;0.02;1.03;Negative
89777.00;-0.01;0.01;1.02;Negative
89828.00;-0.01;0.04;1.03;Negative
89894.00;-0.01;0.02;1.02;Negative
89944.00;-0.00;0.01;1.03;Negative
89994.00;-0.02;0.02;1.03;Negative
90043.00;-0.02;0.03;1.04;Negative
90094.00;-0.02;0.01;1.02;Negative
90143.00;-0.00;0.03;1.02;Negative
90194.00;-0.01;0.02;1.03;Negative
90244.00;-0.01;0.03;1.02;Negative
90295.00;-0.01;0.04;1.02;Negative
90343.00;-0.01;0.03;1.02;Negative
90394.00;-0.01;0.02;1.02;Negative
90443.00;-0.01;0.03;1.04;Negative
90493.00;-0.01;0.02;1.03;Negative
90543.00;-0.00;0.03;1.03;Negative
90593.00;-0.01;0.01;1.02;Negative
90660.00;-0.02;0.01;1.02;Negative
90710.00;0.00;0.02;1.02;Negative
90759.00;-0.00;0.03;1.01;Negative
90810.00;-0.01;0.03;1.02;Negative
90860.00;0.00;0.02;1.01;Negative
90909.00;0.01;0.02;1.03;Negative
90960.00;-0.00;0.03;1.03;Negative
91009.00;-0.01;0.02;1.03;Negative
91061.00;-0.01;0.02;1.02;Negative
91110.00;-0.01;0.02;1.02;Negative
91160.00;-0.02;0.02;1.01;Negative
91211.00;0.00;0.02;1.03;Negative
91260.00;-0.01;0.01;1.02;Negative
91310.00;0.00;0.02;1.03;Negative
91361.00;-0.01;0.02;1.03;Negative
91409.00;0.00;0.02;1.02;Negative
91460.00;-0.00;0.01;1.03;Negative
91527.00;-0.00;0.01;1.01;Negative
91577.00;-0.01;0.02;1.03;Negative
91626.00;-0.01;0.03;1.03;Negative
91677.00;-0.00;0.02;1.03;Negative
91727.00;0.00;0.02;1.03;Negative
91777.00;0.00;0.03;1.03;Negative
91827.00;-0.01;0.01;1.04;Negative
91876.00;0.00;0.01;1.02;Negative
91927.00;-0.00;0.03;1.02;Negative
91976.00;-0.02;0.02;1.03;Negative
92027.00;-0.01;0.02;1.02;Negative
92076.00;-0.01;0.03;1.02;Negative
92127.00;-0.01;0.02;1.03;Negative
92178.00;-0.00;0.02;1.02;Negative
92227.00;0.01;0.02;1.02;Negative
92276.00;-0.01;0.02;1.01;Negative
92326.00;-0.00;0.02;1.03;Negative
92393.00;-0.01;0.03;1.03;Negative
92442.00;0.00;0.02;1.02;Negative
92491.00;-0.01;0.01;1.02;Negative
92541.00;-0.01;0.03;1.02;Negative
92592.00;-0.01;0.02;1.02;Negative
92641.00;-0.00;0.02;1.03;Negative
92692.00;-0.01;0.02;1.02;Negative
92741.00;0.00;0.02;1.03;Negative
92790.00;0.00;0.02;1.02;Negative
92840.00;-0.01;0.03;1.02;Negative
92891.00;-0.01;0.02;1.01;Negative
92942.00;-0.01;0.02;1.02;Negative
92991.00;-0.01;0.03;1.04;Negative
93041.00;-0.01;0.02;1.01;Negative
93092.00;-0.01;0.01;1.03;Negative
93142.00;-0.01;0.02;1.02;Negative
93208.00;0.00;0.02;1.03;Negative
93259.00;0.00;0.03;1.03;Negative
93307.00;-0.01;0.01;1.02;Negative
93357.00;-0.01;0.03;1.04;Negative
93407.00;-0.01;0.02;1.02;Negative
93457.00;-0.01;0.03;1.02;Negative
93508.00;-0.01;0.02;1.02;Negative
93558.00;-0.00;0.02;1.04;Negative
93608.00;0.01;0.03;1.03;Negative
93659.00;-0.00;0.02;1.02;Negative
93708.00;-0.01;0.02;1.02;Negative
93760.00;-0.02;0.02;1.03;Negative
93809.00;-0.01;0.02;1.03;Negative
93860.00;-0.00;0.02;1.02;Negative
93909.00;-0.01;0.04;1.04;Negative
93959.00;-0.01;0.01;1.01;Negative
94026.00;-0.01;0.01;1.04;Negative
94075.00;-0.00;0.03;1.03;Negative
94126.00;0.00;-0.01;1.01;Negative
94175.00;-0.01;0.04;1.03;Negative
94226.00;-0.01;0.01;1.03;Negative
94275.00;-0.02;0.02;1.03;Negative
94326.00;-0.01;0.02;1.03;Negative
94375.00;-0.01;0.01;1.01;Negative
94426.00;-0.01;0.03;1.03;Negative
94475.00;0.00;0.01;1.03;Negative
94526.00;-0.02;0.04;1.02;Negative
94575.00;0.00;0.01;1.02;Negative
94626.00;-0.01;0.02;1.03;Negative
94675.00;-0.00;0.02;1.02;Negative
94726.00;-0.01;0.03;1.04;Negative
94774.00;-0.01;0.02;1.03;Negative
94825.00;-0.00;0.02;1.03;Negative
94892.00;0.00;0.03;1.03;Negative
94941.00;0.00;0.03;1.02;Negative
94991.00;-0.02;0.03;1.03;Negative
95041.00;-0.01;-0.00;1.03;Negative
95092.00;-0.01;0.05;1.00;Negative
95141.00;0.03;0.00;1.00;Negative
95192.00;0.06;0.05;1.10;Negative
95241.00;-0.04;0.11;1.73;Negative
95291.00;-0.21;0.11;1.75;Negative
95341.00;-0.43;0.24;1.23;Negative
95392.00;-0.10;0.05;0.75;Negative
95441.00;0.51;-0.34;0.13;Positive
95491.00;1.32;-0.08;0.26;Positive
95540.00;0.69;0.21;0.96;Positive
95590.00;-0.10;0.72;1.33;Positive
95641.00;-0.54;0.65;1.43;Positive
95691.00;-0.61;0.51;1.05;Positive
95758.00;-0.07;0.11;0.74;Positive
95807.00;0.48;-0.09;0.36;Positive
95857.00;0.93;0.13;0.57;Positive
95907.00;0.31;0.73;0.96;Positive
95958.00;-0.11;1.05;1.42;Positive
96006.00;-0.18;0.96;1.43;Positive
96057.00;-0.21;0.70;1.08;Positive
96107.00;0.07;0.24;0.65;Positive
96157.00;0.44;0.05;0.29;Positive
96207.00;0.93;0.24;0.35;Positive
96256.00;0.52;0.85;0.70;Positive
96306.00;0.02;1.15;1.29;Positive
96357.00;-0.31;0.97;1.20;Positive
96406.00;-0.32;0.66;0.89;Positive
96457.00;-0.06;0.26;0.36;Positive
96507.00;0.42;0.00;0.13;Positive
96573.00;0.82;0.62;0.67;Positive
96625.00;0.53;0.89;0.90;Positive
