T;Ax;Ay;Az;CLASS
207545.00;0.69;0.87;0.50;Positive
207595.00;1.31;0.52;0.90;Positive
207647.00;1.22;0.25;1.00;Positive
207695.00;0.73;-0.21;0.27;Positive
207745.00;0.05;0.04;0.44;Positive
207794.00;-0.12;0.12;0.37;Positive
207845.00;0.10;0.12;1.05;Positive
207911.00;0.94;-0.13;1.53;Positive
207961.00;1.38;-0.44;0.85;Positive
208011.00;0.74;-0.44;0.27;Positive
208061.00;-0.14;-0.37;0.24;Positive
208112.00;-0.22;-0.24;0.43;Positive
208161.00;0.66;0.12;0.94;Positive
208211.00;1.78;0.11;0.91;Positive
208261.00;1.59;-0.41;0.15;Positive
208312.00;0.71;-0.40;0.14;Positive
208361.00;-0.16;-0.11;0.53;Positive
208411.00;-0.27;-0.09;0.59;Positive
208461.00;1.20;0.16;0.22;Positive
208511.00;2.00;-0.18;-0.14;Positive
208561.00;1.84;-0.51;-0.26;Positive
208612.00;0.52;-0.32;0.28;Positive
208660.00;0.08;0.02;0.50;Positive
208712.00;-0.10;0.26;0.57;Positive
208777.00;1.16;0.17;0.03;Positive
208827.00;2.00;-0.06;-0.37;Positive
208877.00;1.61;-0.22;-0.25;Positive
208928.00;0.37;-0.06;0.32;Positive
208979.00;-0.04;-0.10;0.21;Positive
209026.00;0.39;0.20;0.40;Positive
209078.00;1.72;0.12;-0.27;Positive
209127.00;2.00;-0.10;-0.47;Positive
209177.00;1.49;-0.24;-0.32;Positive
209227.00;0.61;-0.01;0.12;Positive
209277.00;0.05;-0.02;0.36;Positive
209326.00;-0.12;-0.02;0.61;Positive
209377.00;1.46;0.02;-0.30;Positive
209427.00;2.00;-0.14;-0.57;Positive
209477.00;1.68;-0.46;-0.46;Positive
209527.00;0.59;-0.18;0.09;Positive
209577.00;-0.18;-0.03;0.68;Positive
209643.00;0.21;0.05;0.49;Positive
209693.00;1.36;0.21;-0.51;Positive
209743.00;2.00;0.04;-1.01;Positive
209793.00;1.19;0.09;-0.41;Positive
209843.00;0.28;0.06;0.26;Positive
209893.00;0.19;-0.03;0.47;Positive
209943.00;0.75;0.30;-0.52;Positive
209993.00;1.45;0.27;-1.29;Positive
210044.00;1.23;-0.14;-1.38;Positive
210092.00;0.74;-0.15;-0.64;Positive
210143.00;0.41;-0.21;0.22;Positive
210192.00;0.18;0.01;0.63;Positive
210244.00;0.96;0.10;-0.80;Positive
210293.00;1.56;-0.08;-1.63;Positive
210344.00;0.95;-0.21;-0.92;Positive
210394.00;0.64;-0.13;0.06;Positive
210444.00;0.16;-0.03;0.75;Positive
210510.00;0.56;0.22;-0.35;Positive
210559.00;1.24;0.19;-1.44;Positive
210609.00;1.07;-0.05;-1.18;Positive
210659.00;0.46;-0.05;-0.24;Positive
210710.00;0.44;-0.07;0.02;Positive
210759.00;0.57;-0.03;-1.01;Positive
210811.00;0.91;0.03;-1.86;Positive
210859.00;0.70;-0.17;-1.15;Positive
210909.00;0.26;0.07;0.08;Positive
210959.00;0.18;0.04;0.32;Positive
211009.00;0.68;0.02;-1.14;Positive
211059.00;0.94;-0.08;-1.92;Positive
211109.00;0.67;-0.17;-1.23;Positive
211158.00;0.39;-0.02;-0.30;Positive
211210.00;0.21;-0.05;0.08;Positive
211259.00;0.43;-0.02;-0.76;Positive
211325.00;0.83;-0.17;-1.84;Positive
211375.00;0.57;-0.14;-1.38;Positive
211425.00;0.27;-0.02;-0.16;Positive
211475.00;0.06;-0.09;0.24;Positive
211525.00;0.46;0.08;-0.83;Positive
211575.00;0.88;0.00;-1.93;Positive
211625.00;0.63;-0.19;-1.58;Positive
211675.00;0.24;-0.14;-0.42;Positive
211725.00;0.21;0.10;0.33;Positive
211775.00;0.27;-0.43;-0.92;Positive
211825.00;0.27;-0.39;-1.35;Positive
211875.00;0.79;-0.28;-2.00;Positive
211924.00;0.32;-0.10;-1.13;Positive
211975.00;0.16;0.30;0.04;Positive
212025.00;0.10;0.24;0.18;Positive
212075.00;0.10;-0.08;-0.91;Positive
212141.00;0.36;-0.59;-1.92;Positive
212191.00;0.15;-0.39;-1.51;Positive
212241.00;0.14;-0.28;-1.09;Positive
212291.00;0.17;-0.06;-0.91;Positive
212341.00;-0.07;0.50;-0.88;Positive
212390.00;0.56;1.21;-0.40;Positive
212441.00;-0.10;-0.58;-0.38;Positive
212491.00;0.45;-1.28;-1.75;Positive
212542.00;0.03;-0.95;-2.00;Positive
212590.00;0.23;0.08;-1.02;Positive
212641.00;-0.08;0.45;0.22;Positive
212690.00;0.14;0.26;0.03;Positive
212741.00;0.17;-0.26;-1.53;Positive
212791.00;0.27;-0.55;-2.00;Positive
212841.00;0.21;-0.37;-1.26;Positive
212907.00;0.18;-0.07;-0.15;Positive
212957.00;0.26;0.09;0.22;Positive
213007.00;0.11;0.34;-0.40;Positive
213057.00;0.23;-0.58;-2.00;Positive
213107.00;0.28;-0.56;-1.86;Positive
213156.00;0.33;-0.29;-0.95;Positive
213207.00;0.23;-0.09;-0.23;Positive
213256.00;0.15;0.17;0.09;Positive
213308.00;0.23;-0.07;-1.22;Positive
213356.00;0.21;-0.59;-2.00;Positive
213408.00;0.38;-0.44;-1.46;Positive
213456.00;0.32;-0.26;-0.82;Positive
213507.00;0.32;-0.05;-0.26;Positive
213556.00;0.31;0.19;0.09;Positive
213607.00;0.43;-0.11;-0.90;Positive
213656.00;0.77;-0.63;-1.83;Positive
213708.00;0.86;-0.74;-1.61;Positive
213758.00;0.62;-0.58;-1.15;Positive
213825.00;0.07;-0.07;0.11;Positive
213874.00;0.13;0.22;0.82;Positive
213923.00;0.62;0.30;0.32;Positive
213974.00;1.35;-0.06;-0.74;Positive
214023.00;1.80;-0.46;-1.17;Positive
214073.00;1.13;-0.70;-0.83;Positive
214124.00;0.35;-0.38;0.09;Positive
214174.00;-0.00;0.25;1.11;Positive
214224.00;0.55;0.17;0.39;Positive
214273.00;1.41;-0.70;-1.32;Positive
214323.00;1.53;-0.87;-1.15;Positive
214373.00;0.92;-0.67;-0.64;Positive
214423.00;0.24;-0.04;0.38;Positive
214473.00;0.16;0.27;0.91;Positive
214522.00;0.77;0.01;-0.12;Positive
214573.00;1.70;-0.64;-1.27;Positive
214639.00;1.71;-0.73;-1.23;Positive
214689.00;0.93;-0.37;-0.60;Positive
214740.00;0.13;0.15;0.55;Positive
214789.00;0.17;0.29;0.92;Positive
214840.00;0.84;-0.04;-0.25;Positive
214889.00;1.56;-0.58;-1.38;Positive
214940.00;1.51;-0.75;-1.08;Positive
214990.00;0.50;-0.37;-0.05;Positive
215039.00;-0.10;0.14;0.96;Positive
215089.00;0.35;0.01;0.29;Positive
215139.00;1.59;-0.75;-1.71;Positive
215190.00;1.52;-0.91;-1.39;Positive
215239.00;0.51;-0.45;-0.33;Positive
215288.00;0.17;0.13;0.67;Positive
215340.00;0.37;0.16;0.70;Positive
215405.00;1.45;-0.19;-1.43;Positive
215455.00;1.77;-0.60;-1.78;Positive
215505.00;0.55;-0.52;-0.51;Positive
215554.00;0.06;-0.04;0.57;Positive
215606.00;0.27;0.03;0.64;Positive
215655.00;0.90;-0.16;-0.49;Positive
215705.00;1.91;-0.58;-1.54;Positive
215755.00;1.20;-0.49;-0.79;Positive
215805.00;0.30;-0.19;0.16;Positive
215854.00;0.17;0.22;0.87;Positive
215905.00;0.94;-0.07;-0.26;Positive
215954.00;1.69;-0.49;-1.15;Positive
216005.00;1.44;-0.66;-0.86;Positive
216054.00;0.49;-0.18;0.10;Positive
216105.00;0.12;0.06;0.75;Positive
216154.00;0.73;0.00;0.10;Positive
216222.00;1.79;-0.49;-1.10;Positive
216272.00;1.53;-0.59;-0.83;Positive
216321.00;0.47;-0.18;0.04;Positive
216372.00;-0.14;0.19;0.97;Positive
216421.00;0.53;0.03;0.20;Positive
216471.00;1.97;-0.28;-1.23;Positive
216521.00;2.00;-0.41;-1.04;Positive
216571.00;0.79;-0.17;-0.24;Positive
216620.00;0.10;0.02;0.51;Positive
216671.00;-0.17;0.15;1.00;Positive
216721.00;1.13;0.06;-0.54;Positive
216771.00;2.00;-0.30;-1.28;Positive
216820.00;1.52;-0.57;-0.98;Positive
216871.00;0.33;-0.11;0.11;Positive
216920.00;-0.05;-0.05;0.82;Positive
216971.00;0.90;-0.01;-0.16;Positive
217038.00;1.78;-0.26;-1.18;Positive
217087.00;1.52;-0.54;-0.96;Positive
217137.00;0.44;-0.29;-0.02;Positive
217187.00;-0.32;0.26;0.99;Positive
217237.00;0.67;-0.06;-0.18;Positive
217287.00;1.83;-0.26;-1.29;Positive
217337.00;1.74;-0.43;-1.27;Positive
217386.00;0.67;-0.12;-0.20;Positive
217437.00;-0.04;0.17;0.75;Positive
217487.00;0.66;0.00;0.09;Positive
217537.00;1.87;-0.56;-1.30;Positive
217586.00;1.46;-0.51;-0.89;Positive
217637.00;0.20;-0.03;0.30;Positive
217686.00;-0.13;0.06;1.00;Positive
217738.00;0.82;-0.19;-0.23;Positive
217786.00;2.00;-0.61;-1.40;Positive
217837.00;1.63;-0.53;-0.87;Positive
217903.00;0.31;0.01;0.25;Positive
217953.00;-0.04;0.18;0.88;Positive
218003.00;0.70;-0.03;-0.02;Positive
218052.00;1.70;-0.30;-0.99;Positive
218421.00;1.75;-0.49;-0.92;Positive
218472.00;0.03;0.07;0.65;Positive
218502.00;0.37;-0.05;0.47;Positive
218552.00;1.79;-0.27;-0.89;Positive
218602.00;1.59;-0.35;-0.73;Positive
218653.00;0.71;-0.20;0.04;Positive
218703.00;0.23;0.03;0.65;Positive
218769.00;0.70;0.03;0.16;Positive
218820.00;2.00;-0.40;-1.13;Positive
218869.00;1.42;-0.34;-0.72;Positive
218919.00;0.44;-0.11;0.15;Positive
218968.00;0.00;0.13;0.82;Positive
219020.00;0.62;0.07;0.16;Positive
219069.00;1.88;-0.29;-0.98;Positive
219120.00;1.83;-0.41;-0.69;Positive
219168.00;0.69;-0.19;-0.00;Positive
219219.00;0.11;0.04;0.66;Positive
219268.00;0.45;0.06;0.46;Positive
219338.00;1.96;-0.30;-0.90;Positive
219373.00;1.63;-0.34;-0.69;Positive
219421.00;0.59;-0.20;0.08;Positive
219469.00;-0.02;0.12;0.82;Positive
219535.00;0.44;0.04;0.41;Positive
219585.00;1.90;-0.27;-0.91;Positive
219635.00;1.75;-0.29;-0.71;Positive
219684.00;0.64;-0.23;0.06;Positive
219735.00;0.04;0.22;0.81;Positive
219784.00;0.73;-0.02;0.10;Positive
219835.00;1.99;-0.44;-1.09;Positive
219885.00;1.37;-0.36;-0.59;Positive
219935.00;0.40;-0.01;0.30;Positive
219984.00;0.10;0.08;0.79;Positive
220035.00;0.82;-0.03;-0.06;Positive
220084.00;1.81;-0.28;-0.92;Positive
220135.00;1.57;-0.37;-0.70;Positive
220184.00;0.52;-0.08;0.18;Positive
220235.00;0.20;0.13;0.56;Positive
220284.00;0.70;-0.13;0.01;Positive
220351.00;1.76;-0.50;-0.90;Positive
220401.00;1.44;-0.45;-0.54;Positive
220451.00;0.49;-0.12;0.22;Positive
220501.00;0.02;0.11;0.82;Positive
220551.00;0.83;-0.07;-0.09;Positive
220602.00;1.81;-0.36;-0.95;Positive
220651.00;1.48;-0.36;-0.66;Positive
220701.00;0.44;-0.07;0.20;Positive
220751.00;0.06;0.09;0.85;Positive
220804.00;1.58;0.04;-0.60;Positive
220851.00;2.00;-0.16;-1.07;Positive
220901.00;0.96;-0.20;-0.27;Positive
220952.00;-0.05;-0.25;0.50;Positive
221003.00;-0.26;-0.29;0.93;Positive
221052.00;0.56;0.83;0.40;Positive
221101.00;1.76;2.00;0.27;Positive
221151.00;1.32;1.08;0.22;Positive
221201.00;0.03;-0.35;0.05;Positive
221267.00;-0.54;-0.57;0.87;Positive
221317.00;-0.09;0.23;0.59;Positive
221367.00;1.29;1.87;0.72;Positive
221417.00;1.41;1.71;0.53;Positive
221467.00;0.58;0.68;0.39;Positive
221517.00;0.06;-0.51;0.23;Positive
221567.00;-0.19;-0.71;0.31;Positive
221616.00;0.94;1.93;0.52;Positive
221667.00;1.08;2.00;1.30;Positive
221718.00;0.42;0.72;0.47;Positive
221767.00;0.11;-0.33;0.24;Positive
221816.00;-0.08;-0.80;0.29;Positive
221866.00;0.33;0.74;0.34;Positive
221916.00;1.41;2.00;0.71;Positive
221967.00;0.95;1.56;0.63;Positive
222035.00;0.38;0.27;0.22;Positive
222083.00;-0.00;-0.69;0.16;Positive
222135.00;-0.02;-0.48;0.27;Positive
222182.00;1.36;2.00;0.07;Positive
222233.00;1.38;1.98;0.31;Positive
222283.00;0.41;0.48;0.19;Positive
222334.00;0.05;-0.66;0.24;Positive
222382.00;0.31;0.13;0.36;Positive
222433.00;1.32;1.35;0.18;Positive
222482.00;1.48;1.66;-0.01;Positive
222533.00;0.49;0.40;0.19;Positive
222583.00;0.02;-0.47;0.34;Positive
222632.00;-0.04;-0.68;0.50;Positive
222682.00;1.34;1.88;-0.21;Positive
222733.00;1.39;1.61;-0.03;Positive
222782.00;0.85;0.97;-0.07;Positive
222834.00;0.25;-0.26;0.16;Positive
222899.00;-0.06;-0.73;0.33;Positive
222949.00;0.55;1.01;0.14;Positive
222999.00;1.40;2.00;0.55;Positive
223049.00;0.88;1.48;0.48;Positive
223099.00;0.38;0.33;0.13;Positive
223149.00;0.28;-0.77;-0.43;Positive
223200.00;0.12;-0.89;-0.12;Positive
223249.00;-0.21;2.00;1.19;Positive
223300.00;1.02;0.78;2.00;Positive
223348.00;0.53;0.50;0.67;Positive
223399.00;0.98;-0.05;-0.71;Positive
223448.00;0.15;-0.56;-0.40;Positive
223499.00;-0.52;1.01;1.51;Positive
223548.00;0.08;1.49;1.87;Positive
223599.00;0.68;0.65;0.59;Positive
223665.00;0.89;0.13;-0.24;Positive
223715.00;-0.26;0.26;0.33;Positive
223765.00;-0.51;1.13;2.00;Positive
223817.00;0.42;1.13;1.13;Positive
223865.00;0.57;0.47;0.17;Positive
223915.00;1.14;0.11;-0.83;Positive
223965.00;-0.45;0.53;0.35;Positive
224015.00;-0.54;1.48;2.00;Positive
224066.00;0.25;0.95;1.17;Positive
224114.00;0.78;0.56;-0.15;Positive
224165.00;1.25;-0.04;-1.49;Positive
224215.00;-0.64;0.76;0.40;Positive
224265.00;-0.80;1.47;2.00;Positive
224316.00;-0.08;0.73;1.25;Positive
224364.00;0.90;0.63;-0.50;Positive
224414.00;1.11;0.30;-1.01;Positive
224466.00;-0.61;1.02;0.93;Positive
224532.00;-0.83;1.08;2.00;Positive
224583.00;0.02;0.60;0.87;Positive
224617.00;1.06;0.73;-0.87;Positive
224668.00;0.72;0.44;-0.76;Positive
224734.00;-0.57;1.27;1.35;Positive
224781.00;-0.49;1.00;2.00;Positive
224832.00;0.32;0.57;0.39;Positive
224882.00;1.33;0.38;-1.43;Positive
224933.00;0.03;1.02;0.20;Positive
224981.00;-0.56;1.46;2.00;Positive
225031.00;-0.43;0.78;1.34;Positive
225081.00;0.76;0.68;-0.44;Positive
225131.00;1.07;0.50;-1.21;Positive
225181.00;0.03;1.06;0.34;Positive
225230.00;-0.70;1.20;1.88;Positive
225280.00;-0.30;0.60;1.29;Positive
225333.00;0.56;0.46;0.04;Positive
225397.00;1.25;0.66;-1.22;Positive
225447.00;-0.47;1.29;0.60;Positive
225497.00;-1.04;1.04;2.00;Positive
225547.00;0.37;0.77;0.00;Positive
225597.00;1.32;0.50;-1.60;Positive
225647.00;0.39;0.37;-0.15;Positive
225697.00;-0.16;0.82;0.85;Positive
225747.00;-0.52;1.02;1.99;Positive
225797.00;-0.04;0.69;1.02;Positive
225847.00;0.71;1.07;-0.74;Positive
225897.00;0.99;0.51;-0.97;Positive
225947.00;-0.41;1.08;1.65;Positive
225999.00;0.12;1.30;1.70;Positive
226046.00;0.73;1.02;-1.28;Positive
226096.00;0.87;0.34;-1.17;Positive
226163.00;-0.13;0.61;0.13;Positive
226198.00;-0.50;1.24;1.82;Positive
226263.00;-0.22;0.94;1.44;Positive
226313.00;0.36;1.39;-0.88;Positive
226363.00;1.33;0.29;-1.52;Positive
226412.00;-0.54;1.12;1.08;Positive
226463.00;-0.16;1.43;2.00;Positive
226512.00;0.24;1.33;-0.08;Positive
226563.00;0.78;0.50;-2.00;Positive
226612.00;0.44;0.93;-0.45;Positive
226663.00;-0.25;1.18;1.20;Positive
226712.00;-0.54;1.07;2.00;Positive
226763.00;0.04;1.06;0.22;Positive
226812.00;0.78;0.89;-1.64;Positive
226863.00;0.60;0.87;-0.33;Positive
226912.00;-0.13;0.89;1.23;Positive
226963.00;-0.14;1.07;1.54;Positive
227029.00;0.17;1.14;0.14;Positive
227078.00;0.90;0.73;-1.46;Positive
227129.00;0.51;0.60;-0.82;Positive
227181.00;-0.44;1.55;1.80;Positive
227231.00;-0.10;1.33;1.48;Positive
227280.00;0.21;1.01;-1.28;Positive
227330.00;1.12;0.34;-2.00;Positive
227379.00;-0.32;0.92;0.75;Positive
227431.00;-0.29;1.62;1.72;Positive
227478.00;0.05;1.29;1.09;Positive
227530.00;0.35;0.99;-1.36;Positive
227579.00;1.09;0.23;-1.65;Positive
227630.00;-0.55;1.38;1.38;Positive
227680.00;0.10;1.22;1.42;Positive
227729.00;0.32;1.06;-0.16;Positive
227778.00;0.80;0.23;-1.83;Positive
227830.00;0.36;0.95;-0.43;Positive
227896.00;-0.27;1.36;1.23;Positive
227945.00;-0.48;1.15;1.95;Positive
227995.00;-0.04;1.07;0.22;Positive
228045.00;0.49;0.69;-1.46;Positive
228095.00;0.83;0.75;-1.08;Positive
228144.00;0.09;0.89;0.07;Positive
228196.00;-0.26;1.35;1.86;Positive
228246.00;0.15;1.09;0.86;Positive
228296.00;0.40;0.81;-2.00;Positive
228344.00;0.98;0.61;-1.61;Positive
228397.00;-0.81;1.06;1.75;Positive
228444.00;-0.04;1.29;1.65;Positive
228495.00;0.41;1.09;0.07;Positive
228544.00;0.46;0.65;-0.72;Positive
228595.00;0.41;0.37;-0.67;Positive
228645.00;0.04;1.02;0.83;Positive
228697.00;0.42;1.79;0.95;Positive
228763.00;0.30;1.25;-0.53;Positive
228798.00;0.50;0.49;-1.79;Positive
228863.00;0.24;0.73;-0.68;Positive
228912.00;-0.33;1.50;1.62;Positive
228964.00;-0.07;1.28;1.11;Positive
229013.00;0.37;0.86;-0.70;Positive
229062.00;0.85;0.57;-1.60;Positive
229111.00;0.18;0.87;-0.40;Positive
229162.00;-0.14;1.25;0.76;Positive
229212.00;-0.07;1.31;1.56;Positive
229263.00;0.54;1.26;-0.32;Positive
229311.00;1.39;0.43;-2.00;Positive
229362.00;-0.20;0.67;-0.02;Positive
229410.00;-0.36;0.83;1.11;Positive
229463.00;-0.60;0.63;1.87;Positive
229527.00;0.36;0.91;0.62;Positive
229578.00;1.41;0.82;-1.42;Positive
229629.00;0.66;0.68;-0.47;Positive
229676.00;-0.30;1.08;1.12;Positive
229727.00;-0.60;0.77;2.00;Positive
229777.00;0.55;1.20;0.04;Positive
229828.00;1.53;0.68;-1.65;Positive
229877.00;0.75;0.74;-0.48;Positive
229927.00;0.62;1.02;-0.03;Positive
229976.00;0.30;0.80;0.37;Positive
230027.00;0.24;0.75;0.54;Positive
230078.00;-0.29;0.02;0.71;Positive
230127.00;-0.70;-0.01;0.37;Positive
230176.00;-0.95;0.20;1.13;Positive
230227.00;-0.86;1.73;1.25;Positive
230277.00;-0.09;1.44;0.93;Positive
230329.00;0.56;0.98;0.21;Positive
230394.00;0.45;0.80;0.20;Positive
230443.00;-0.12;0.48;0.35;Positive
230494.00;-0.41;0.86;0.52;Positive
230542.00;0.29;0.73;0.24;Positive
230593.00;0.13;1.00;0.66;Positive
230644.00;0.25;0.88;0.44;Positive
230694.00;0.33;0.98;0.45;Positive
230743.00;-0.07;0.64;0.46;Positive
230793.00;-0.44;0.64;0.56;Positive
230843.00;-0.71;0.83;0.58;Positive
230893.00;-0.96;1.06;1.37;Positive
230942.00;-0.49;0.69;0.51;Positive
230993.00;-0.23;0.76;0.67;Positive
231043.00;-0.32;0.56;0.60;Positive
231093.00;0.11;0.74;0.68;Positive
231143.00;-0.19;0.80;0.79;Positive
231209.00;-0.28;0.90;1.37;Positive
231260.00;-0.54;0.39;-1.32;Positive
231309.00;-2.00;1.47;-0.93;Positive
231360.00;-0.35;-0.60;-1.99;Positive
231408.00;-1.45;0.58;1.98;Positive
231459.00;-0.21;0.24;-0.43;Positive
231509.00;0.14;0.49;0.88;Positive
231560.00;-0.09;0.22;0.83;Positive
231608.00;-0.15;0.35;1.14;Positive
231659.00;-0.59;0.82;0.66;Positive
231709.00;0.07;0.57;1.54;Positive
231759.00;-0.01;0.34;0.64;Positive
231808.00;0.06;0.21;0.96;Positive
231859.00;-0.10;0.41;0.85;Positive
231909.00;-0.12;0.48;2.00;Positive
231959.00;-0.27;0.25;1.28;Positive
232025.00;-0.01;0.27;1.04;Positive
232074.00;0.78;-0.39;1.11;Positive
232125.00;-0.03;-0.01;1.00;Positive
232175.00;-0.03;0.10;1.00;
232225.00;0.07;0.08;0.91;
232275.00;-0.00;0.07;0.99;
232325.00;-0.02;0.05;1.02;
232374.00;-0.01;0.06;1.02;
232426.00;-0.02;0.05;1.02;
232477.00;-0.02;0.05;1.02;
232526.00;-0.02;0.05;1.03;
232574.00;-0.02;0.06;1.01;
232625.00;-0.01;0.05;1.02;
232674.00;-0.02;0.04;1.03;
232726.00;-0.01;0.05;1.03;
232777.00;-0.01;0.05;1.02;
232826.00;-0.03;0.04;1.02;
232894.00;-0.02;0.04;1.02;
232942.00;-0.01;0.05;1.02;
232994.00;-0.01;0.04;1.03;
233042.00;-0.02;0.05;1.02;
233093.00;-0.02;0.05;1.02;
233142.00;-0.02;0.04;1.02;
233193.00;-0.03;0.06;1.02;
233242.00;-0.02;0.06;1.03;
233291.00;-0.02;0.05;1.03;
233340.00;-0.02;0.06;1.03;
233392.00;-0.01;0.06;1.03;
233444.00;-0.03;0.06;1.03;
233494.00;-0.02;0.06;1.03;
233542.00;-0.01;0.06;1.03;
233593.00;-0.03;0.05;1.02;
233643.00;-0.01;0.05;1.03;
233693.00;-0.02;0.06;1.02;
233743.00;-0.01;0.06;1.02;
233808.00;-0.02;0.04;1.02;
233858.00;-0.02;0.05;1.03;
233907.00;-0.02;0.04;1.03;
233958.00;-0.02;0.04;1.03;
234008.00;-0.05;0.05;1.05;
234057.00;-0.01;0.05;1.03;
234108.00;-0.02;0.06;1.02;
234158.00;-0.02;0.05;1.02;
234208.00;-0.02;0.06;1.02;
234257.00;-0.01;0.05;1.02;
234306.00;-0.02;0.04;1.03;
234358.00;-0.02;0.05;1.03;
234408.00;-0.02;0.04;1.02;
234458.00;-0.02;0.05;1.01;
234508.00;-0.03;0.07;1.02;
234559.00;-0.02;0.05;1.01;
234624.00;-0.02;0.06;1.02;
234672.00;-0.01;0.05;1.03;
234724.00;-0.02;0.05;1.02;
234775.00;-0.02;0.04;1.02;
234824.00;-0.02;0.05;1.02;
234873.00;-0.02;0.05;1.03;
234924.00;-0.02;0.05;1.03;
234974.00;-0.03;0.04;1.02;
235024.00;-0.02;0.05;1.03;
235073.00;-0.01;0.05;1.01;
235125.00;-0.02;0.05;1.03;
235174.00;-0.02;0.05;1.01;
235224.00;-0.02;0.07;1.01;
235274.00;-0.02;0.06;1.02;
235325.00;-0.02;0.05;1.02;
235375.00;-0.03;0.05;1.03;
235440.00;-0.02;0.05;1.02;
235489.00;-0.03;0.04;1.02;
235538.00;-0.02;0.05;1.03;
235591.00;-0.02;0.04;1.02;
235639.00;-0.02;0.04;1.02;
235690.00;-0.03;0.05;1.03;
235739.00;-0.02;0.05;1.02;
235789.00;-0.01;0.05;1.02;
235838.00;-0.02;0.05;1.02;
235890.00;-0.02;0.05;1.03;
235939.00;-0.02;0.05;1.03;
235989.00;-0.01;0.05;1.03;
236040.00;-0.02;0.06;1.03;
236090.00;-0.02;0.04;1.03;
236139.00;-0.02;0.05;1.03;
236190.00;-0.02;0.06;1.02;
236258.00;-0.02;0.05;1.03;
236307.00;-0.01;0.05;1.03;
236357.00;-0.02;0.05;1.02;
236406.00;-0.02;0.05;1.02;
236456.00;-0.03;0.05;1.02;
236505.00;-0.02;0.04;1.03;
236555.00;-0.02;0.06;1.01;
236606.00;-0.03;0.05;1.03;
236655.00;-0.01;0.05;1.03;
236706.00;-0.02;0.05;1.02;
236755.00;-0.01;0.05;1.02;
236805.00;-0.02;0.06;1.02;
236856.00;-0.01;0.05;1.02;
236906.00;-0.02;0.04;1.03;
236956.00;-0.02;0.05;1.02;
237006.00;-0.02;0.05;1.01;
237057.00;-0.02;0.06;1.01;
237124.00;-0.02;0.05;1.02;
237171.00;-0.02;0.05;1.02;
237222.00;-0.03;0.05;1.02;
237273.00;-0.01;0.05;1.02;
237322.00;-0.01;0.06;1.02;
237371.00;-0.02;0.05;1.03;
237422.00;-0.02;0.05;1.02;
237472.00;-0.03;0.04;1.02;
237522.00;-0.01;0.05;1.02;
237571.00;-0.02;0.04;1.02;
237621.00;-0.01;0.06;1.03;
237671.00;-0.02;0.05;1.02;
237722.00;-0.03;0.06;1.03;
237788.00;-0.02;0.05;1.01;
237822.00;-0.01;0.06;1.02;
237888.00;-0.04;0.05;1.03;
237937.00;-0.03;0.04;1.02;
237989.00;-0.02;0.05;1.01;
238037.00;-0.01;0.05;1.03;
238090.00;-0.01;0.06;1.01;
238139.00;-0.02;0.06;1.03;
238190.00;-0.02;0.05;1.02;
238237.00;-0.02;0.06;1.03;
238290.00;-0.02;0.04;1.02;
238339.00;-0.03;0.04;1.03;
238388.00;-0.01;0.04;1.01;
238439.00;-0.02;0.05;1.02;
238489.00;-0.02;0.06;1.03;
238539.00;-0.01;0.04;1.02;
238589.00;-0.02;0.05;1.03;
238638.00;-0.03;0.05;1.03;
238689.00;-0.03;0.06;1.02;
238754.00;-0.02;0.05;1.02;
238803.00;-0.02;0.05;1.02;
238855.00;-0.03;0.05;1.02;
238905.00;-0.01;0.05;1.02;
238957.00;-0.01;0.05;1.02;
239006.00;-0.03;0.06;1.02;
239056.00;-0.03;0.06;1.03;
239108.00;-0.01;0.05;1.01;
239156.00;-0.01;0.05;1.04;
239206.00;-0.02;0.05;1.02;
239254.00;-0.02;0.05;1.03;
239306.00;-0.03;0.04;1.02;
239354.00;-0.03;0.05;1.02;
239404.00;-0.02;0.05;1.03;
239453.00;-0.03;0.06;1.03;
239505.00;-0.03;0.05;1.02;
239556.00;-0.02;0.06;1.02;
239621.00;-0.02;0.06;1.05;
239671.00;-0.02;0.05;1.02;
239721.00;-0.01;0.04;1.03;
239771.00;-0.02;0.05;1.02;
239821.00;-0.01;0.05;1.02;
239869.00;-0.02;0.05;1.02;
239923.00;-0.01;0.05;1.02;
239969.00;-0.02;0.04;1.02;
240020.00;-0.01;0.06;1.01;
240069.00;-0.02;0.04;1.03;
240122.00;-0.03;0.06;1.03;
240169.00;-0.02;0.04;1.02;
240220.00;-0.03;0.05;1.02;
240270.00;-0.02;0.04;1.02;
240321.00;-0.03;0.06;1.02;
240388.00;-0.03;0.05;1.03;
240437.00;-0.02;0.06;1.03;
240487.00;-0.02;0.05;1.03;
240537.00;-0.02;0.05;1.03;
240587.00;-0.02;0.05;1.03;
240637.00;-0.02;0.05;1.02;
240687.00;-0.02;0.05;1.02;
240736.00;-0.02;0.07;1.04;
240786.00;-0.02;0.05;1.03;
240836.00;-0.03;0.04;1.01;
240888.00;-0.03;0.06;1.03;
240937.00;-0.02;0.06;1.03;
240986.00;-0.02;0.05;1.02;
241038.00;-0.03;0.06;1.02;
241086.00;-0.02;0.05;1.03;
241152.00;-0.01;0.03;1.02;
241204.00;-0.01;0.06;1.03;
241253.00;-0.03;0.05;1.01;
241302.00;-0.02;0.05;1.02;
241352.00;-0.01;0.05;1.03;
