T;Ax;Ay;Az;CLASS
93039.00;-0.02;0.00;1.02;
93088.00;-0.00;0.01;1.03;
93139.00;-0.01;0.01;1.03;
93188.00;-0.01;0.00;1.03;
93239.00;-0.02;0.00;1.03;
93288.00;-0.01;0.00;1.02;
93339.00;-0.01;0.00;1.02;
93388.00;-0.01;0.00;1.03;
93438.00;-0.01;0.01;1.04;
93488.00;-0.00;0.00;1.02;
93539.00;-0.01;-0.00;1.03;
93605.00;-0.02;0.01;1.04;
93654.00;-0.02;0.00;1.02;
93705.00;-0.02;0.00;1.03;
93754.00;-0.02;-0.00;1.01;
93806.00;-0.01;0.00;1.03;
93855.00;-0.01;-0.01;1.04;
93905.00;-0.01;0.00;1.02;
93954.00;-0.02;0.01;1.04;
94004.00;-0.00;0.01;1.02;
94054.00;-0.01;-0.00;1.04;
94105.00;-0.01;0.00;1.03;
94154.00;-0.01;-0.01;1.03;Positive
94207.00;0.00;-0.01;0.95;Positive
94254.00;-0.34;-0.57;0.91;Positive
94304.00;0.11;0.29;0.96;Positive
94354.00;0.08;0.04;1.30;Positive
94405.00;0.33;-0.00;1.40;Positive
94472.00;0.21;-0.11;1.54;Positive
94520.00;0.04;-0.12;0.86;Positive
94572.00;-0.38;0.03;0.21;Positive
94621.00;-0.58;0.71;0.63;Positive
94671.00;-0.68;0.84;0.88;Positive
94720.00;-0.27;0.12;1.10;Positive
94771.00;0.19;-1.35;0.75;Positive
94820.00;0.75;-1.30;0.90;Positive
94871.00;0.26;-0.08;0.57;Positive
94920.00;-0.53;1.31;1.23;Positive
94971.00;-0.29;1.19;1.14;Positive
95020.00;-0.34;0.45;0.85;Positive
95071.00;0.08;-0.27;1.09;Positive
95120.00;0.88;-1.41;0.97;Positive
95170.00;0.45;-0.87;0.92;Positive
95237.00;0.20;-0.06;0.72;Positive
95287.00;-0.39;0.72;0.88;Positive
95337.00;-0.73;1.31;1.10;Positive
95386.00;-0.27;0.71;1.13;Positive
95437.00;-0.15;-0.15;0.67;Positive
95486.00;0.56;-1.12;0.92;Positive
95537.00;0.38;-1.05;0.81;Positive
95586.00;0.31;-0.29;0.71;Positive
95637.00;-0.31;0.97;0.98;Positive
95687.00;-0.50;1.56;1.36;Positive
95737.00;-0.43;0.57;0.62;Positive
95786.00;0.04;-0.18;0.89;Positive
95836.00;0.51;-1.30;1.14;Positive
95886.00;0.22;-0.46;0.98;Positive
95936.00;0.01;0.13;0.93;Positive
95986.00;-0.26;0.61;1.14;Positive
96053.00;-0.50;1.01;1.41;Positive
96103.00;-0.19;0.44;0.83;Positive
96152.00;0.01;-0.44;0.69;Positive
96203.00;0.60;-1.43;0.88;Positive
96253.00;0.58;-0.62;0.95;Positive
96303.00;0.31;0.10;0.84;Positive
96353.00;-0.68;1.35;1.37;Positive
96403.00;-0.57;0.92;0.92;Positive
96452.00;-0.12;0.13;0.95;Positive
96503.00;0.50;-0.97;0.93;Positive
96553.00;0.53;-1.04;0.97;Positive
96602.00;0.50;-0.24;0.76;Positive
96653.00;-0.10;0.80;1.18;Positive
96703.00;-0.26;1.00;1.33;Positive
96753.00;-0.31;0.77;1.18;Positive
96803.00;-0.22;0.18;0.88;Positive
96852.00;0.18;-0.37;0.94;Positive
96919.00;0.57;-1.33;1.20;Positive
96969.00;0.33;-0.26;0.47;Positive
97019.00;-0.11;0.70;1.30;Positive
97069.00;-0.22;0.87;1.37;Positive
97121.00;-0.43;0.79;1.12;Positive
97169.00;-0.19;0.24;1.05;Positive
97218.00;0.15;-0.62;0.71;Positive
97269.00;0.14;-0.88;0.75;Positive
97318.00;0.28;-0.30;0.90;Positive
97371.00;-0.03;0.60;1.20;Positive
97419.00;-0.48;1.32;1.42;Positive
97469.00;-0.16;0.76;0.89;Positive
97518.00;0.25;-0.67;1.00;Positive
97570.00;0.66;-1.31;1.13;Positive
97619.00;0.43;-0.30;0.74;Positive
97668.00;-0.25;0.88;1.17;Positive
97736.00;-0.38;1.01;1.18;Positive
97785.00;-0.28;0.31;0.93;Positive
97835.00;0.11;-0.49;0.92;Positive
97884.00;0.50;-1.15;1.04;Positive
97935.00;0.39;-0.53;0.92;Positive
97986.00;0.04;0.19;0.89;Positive
98037.00;-0.37;0.84;1.25;Positive
98085.00;-0.26;0.90;1.23;Positive
98137.00;-0.20;0.17;0.92;Positive
98186.00;0.37;-1.17;0.80;Positive
98237.00;0.26;-0.96;0.77;Positive
98286.00;0.15;-0.06;0.92;Positive
98336.00;-0.19;0.46;1.08;Positive
98386.00;-0.36;0.62;1.28;Positive
98437.00;-0.28;0.24;0.96;Positive
98485.00;0.08;-0.35;0.44;Positive
98535.00;0.24;-0.94;0.92;Positive
98603.00;0.12;-0.38;0.82;Positive
98650.00;-0.09;0.29;1.08;Positive
98702.00;-0.16;0.43;1.27;Positive
98750.00;-0.16;0.26;1.16;Positive
98802.00;-0.11;0.11;1.12;Positive
98851.00;0.00;-0.32;0.85;Positive
98901.00;0.21;-1.00;0.83;Positive
98951.00;0.06;-0.66;0.58;Positive
99000.00;0.09;0.08;1.11;Positive
99050.00;0.00;0.55;1.50;Positive
99101.00;-0.13;0.42;1.25;Positive
99152.00;-0.21;-0.09;0.92;Positive
99201.00;-0.05;-0.59;0.71;Positive
99251.00;-0.02;-0.45;0.76;Positive
99302.00;-0.02;-0.09;1.02;Positive
99351.00;0.00;0.16;1.33;Positive
99402.00;-0.09;0.30;1.31;Positive
99467.00;-0.18;0.02;0.98;Positive
99517.00;-0.06;-0.45;0.84;Positive
99567.00;0.07;-0.78;0.77;Positive
99616.00;0.03;-0.29;0.83;Positive
99668.00;0.04;0.28;1.34;Positive
99718.00;0.02;0.48;1.49;Positive
99769.00;-0.20;0.17;1.01;Positive
99818.00;-0.07;-0.40;0.69;Positive
99869.00;-0.27;-0.45;0.69;Positive
99917.00;-0.25;0.03;0.82;Positive
99967.00;-0.13;0.52;1.38;Positive
100016.00;-0.06;0.51;1.34;Positive
100066.00;-0.12;0.10;1.01;Positive
100117.00;0.00;-0.44;0.86;Positive
100167.00;0.00;-0.81;0.85;Positive
100235.00;-0.09;-0.29;0.77;Positive
100268.00;-0.15;0.32;1.17;Positive
100333.00;-0.16;0.56;1.32;Positive
100382.00;-0.15;0.45;1.25;Positive
100433.00;0.03;-0.32;0.91;Positive
100483.00;-0.03;-0.82;0.76;Positive
100533.00;-0.27;-0.30;0.46;Positive
100582.00;-0.22;0.40;1.17;Positive
100633.00;0.06;0.60;1.43;Positive
100684.00;-0.04;0.26;1.22;Positive
100733.00;0.04;-0.24;0.96;Positive
100784.00;0.18;-0.87;0.86;Positive
100835.00;-0.00;-0.38;0.68;Positive
100885.00;-0.11;0.39;1.16;Positive
100935.00;-0.16;0.60;1.27;Positive
100984.00;-0.23;0.46;1.11;Positive
101034.00;-0.05;-0.01;1.07;Positive
101099.00;0.20;-0.58;0.95;Positive
101149.00;0.04;-0.52;0.80;Positive
101199.00;0.01;0.06;1.12;Positive
101250.00;-0.16;0.41;1.16;Positive
101300.00;-0.19;0.51;1.23;Positive
101349.00;-0.22;0.15;0.92;Positive
101399.00;0.09;-0.45;0.84;Positive
101448.00;0.25;-0.93;0.99;Positive
101499.00;0.19;-0.40;0.97;Positive
101548.00;0.03;0.14;1.09;Positive
101599.00;-0.20;0.52;1.23;Positive
101648.00;-0.27;0.47;1.15;Positive
101700.00;-0.28;-0.04;0.82;Positive
101748.00;0.15;-0.54;0.87;Positive
101799.00;0.07;-0.33;0.99;Positive
101865.00;0.11;0.16;1.31;Positive
101915.00;-0.04;0.40;1.24;Positive
101965.00;-0.27;0.07;0.91;Positive
102016.00;-0.01;-0.46;0.88;Positive
102067.00;-0.05;-0.38;0.86;Positive
102115.00;0.07;0.32;1.25;Positive
102165.00;-0.03;0.52;1.31;Positive
102214.00;-0.23;0.08;0.83;Positive
102267.00;-0.07;-0.67;0.84;Positive
102315.00;0.01;-0.58;0.76;Positive
102365.00;0.08;0.01;1.12;Positive
102414.00;0.02;0.38;1.31;Positive
102464.00;-0.15;0.29;1.12;Positive
102514.00;-0.15;-0.32;0.79;Positive
102565.00;-0.04;-0.69;0.87;Positive
102614.00;0.07;-0.25;0.95;Positive
102681.00;0.17;0.31;1.40;Positive
102731.00;-0.06;0.35;1.21;Positive
102780.00;-0.17;-0.19;0.85;Positive
102831.00;-0.16;-0.62;0.73;Positive
102881.00;0.02;-0.17;0.96;Positive
102932.00;0.16;0.39;1.42;Positive
102981.00;-0.06;0.31;1.18;Positive
103031.00;-0.09;-0.33;0.83;Positive
103080.00;-0.05;-0.64;0.73;Positive
103131.00;-0.07;-0.15;0.78;Positive
103180.00;0.06;0.60;1.61;Positive
103231.00;-0.04;0.18;0.88;Positive
103280.00;-0.08;-0.44;0.90;Positive
103331.00;-0.11;-0.59;0.67;Positive
103380.00;0.04;-0.03;1.09;Positive
103431.00;0.08;0.40;1.35;Positive
103480.00;-0.21;0.24;1.06;Positive
103546.00;-0.13;-0.28;0.88;Positive
103597.00;-0.01;-0.64;0.71;Positive
103646.00;0.06;-0.20;0.95;Positive
103697.00;0.12;0.27;1.36;Positive
103746.00;0.03;0.28;1.32;Positive
103797.00;-0.10;-0.21;0.79;Positive
103846.00;-0.22;-0.39;0.78;Positive
103896.00;-0.23;-0.09;0.81;Positive
103946.00;-0.06;0.28;1.37;Positive
103997.00;-0.02;0.11;1.17;Positive
104046.00;-0.09;-0.19;0.90;Positive
104097.00;-0.23;-0.28;0.82;Positive
104146.00;-0.27;-0.01;0.80;Positive
104196.00;-0.10;0.40;1.36;Positive
104245.00;-0.09;-0.01;0.97;Positive
104296.00;0.00;-0.33;1.01;Positive
104347.00;0.05;-0.52;0.95;Positive
104412.00;-0.12;-0.06;0.77;Positive
104463.00;-0.30;0.62;1.13;Positive
104512.00;-0.09;0.69;1.31;Positive
104563.00;0.29;-0.12;1.04;Positive
104612.00;0.22;-0.57;1.09;Positive
104662.00;0.00;-0.30;0.71;Positive
104712.00;-0.21;0.38;1.03;Positive
104762.00;-0.06;0.58;1.29;Positive
104812.00;0.02;-0.06;1.03;Positive
104863.00;0.19;-0.62;0.99;Positive
104912.00;0.20;-0.40;0.91;Positive
104962.00;-0.01;0.31;1.02;Positive
105012.00;-0.15;0.64;1.23;Positive
105062.00;-0.09;0.25;1.05;Positive
105112.00;0.20;-0.62;0.95;Positive
105163.00;0.17;-0.61;0.89;Positive
105229.00;0.06;0.08;0.98;Positive
105278.00;-0.17;0.67;1.21;Positive
105329.00;-0.29;0.23;0.96;Positive
105379.00;0.12;-0.72;0.99;Positive
105430.00;0.13;-0.49;0.86;Positive
105479.00;0.12;0.41;1.16;Positive
105529.00;-0.16;0.60;1.13;Positive
105578.00;-0.19;-0.02;0.94;Positive
105629.00;0.07;-0.70;0.91;Positive
105678.00;0.23;-0.37;1.02;Positive
105729.00;0.07;0.40;1.23;Positive
105778.00;-0.14;0.46;1.19;Positive
105828.00;-0.09;-0.14;1.09;Positive
105878.00;-0.07;-0.54;0.90;Positive
105928.00;-0.06;-0.25;0.77;Positive
105978.00;-0.32;0.21;0.68;Positive
106029.00;0.37;0.17;1.57;Positive
106095.00;0.37;-0.22;1.25;Positive
106144.00;0.13;-0.08;1.04;Positive
106195.00;-0.28;-0.01;0.67;Positive
106244.00;-0.44;-0.10;0.49;Positive
106295.00;-0.19;0.08;0.99;Positive
106344.00;0.41;0.08;1.46;Positive
106395.00;0.27;-0.06;1.20;Positive
106444.00;0.07;0.02;1.18;Positive
106494.00;-0.24;-0.08;0.75;Positive
106544.00;-0.38;-0.10;0.55;Positive
106595.00;-0.31;-0.01;0.53;Positive
106644.00;0.51;0.20;1.76;Positive
106694.00;0.47;-0.18;1.29;Positive
106744.00;0.05;-0.06;0.93;Positive
106795.00;-0.47;0.07;0.52;Positive
106862.00;-0.61;0.05;0.21;Positive
106910.00;-0.17;0.02;0.80;Positive
106961.00;0.76;-0.11;1.59;Positive
107011.00;0.48;-0.25;1.23;Positive
107061.00;-0.11;0.02;0.87;Positive
107110.00;-0.53;0.07;0.53;Positive
107161.00;-0.56;-0.05;0.36;Positive
107210.00;-0.05;0.12;1.03;Positive
107261.00;1.01;-0.01;1.48;Positive
107311.00;0.36;-0.16;1.06;Positive
107361.00;-0.25;0.00;0.86;Positive
107410.00;-0.53;-0.08;0.42;Positive
107461.00;-0.46;-0.02;0.35;Positive
107510.00;0.12;0.36;1.71;Positive
107561.00;0.53;0.04;1.61;Positive
107610.00;0.21;-0.01;1.15;Positive
107661.00;-0.30;-0.11;0.81;Positive
107727.00;-0.49;-0.21;0.40;Positive
107776.00;-0.44;-0.14;0.35;Positive
107827.00;0.07;0.58;1.79;Positive
107876.00;0.54;0.22;1.63;Positive
107927.00;0.25;-0.16;0.89;Positive
107977.00;-0.36;-0.21;0.85;Positive
108027.00;-0.47;-0.24;0.34;Positive
108076.00;-0.43;0.03;0.45;Positive
108126.00;-0.02;0.45;1.57;Positive
108176.00;0.66;0.25;1.92;Positive
108227.00;0.28;-0.06;1.12;Positive
108276.00;-0.19;-0.02;0.83;Positive
108326.00;-0.51;-0.08;0.46;Positive
108376.00;-0.53;-0.04;0.36;Positive
108427.00;-0.15;0.19;1.02;Positive
108494.00;0.57;0.17;1.41;Positive
108542.00;0.57;-0.04;1.48;Positive
108593.00;-0.00;-0.15;0.93;Positive
108642.00;-0.36;-0.27;0.59;Positive
108693.00;-0.47;-0.25;0.29;Positive
108742.00;-0.25;0.10;0.69;Positive
108793.00;0.23;0.38;1.89;Positive
108842.00;0.42;-0.01;1.38;Positive
108892.00;0.15;-0.13;1.03;Positive
108943.00;-0.23;-0.15;0.76;Positive
108993.00;-0.39;-0.09;0.53;Positive
109042.00;-0.23;0.29;1.00;Positive
109092.00;0.11;0.17;1.20;Positive
109142.00;0.11;-0.04;1.04;Positive
109192.00;-0.05;-0.07;0.86;Positive
109242.00;0.04;0.22;1.12;Positive
109293.00;0.19;0.23;1.32;Positive
109359.00;0.26;0.01;1.16;Positive
109408.00;0.04;0.01;1.03;Positive
109461.00;-0.22;0.14;0.86;Positive
109508.00;-0.33;0.18;0.79;Positive
109559.00;-0.18;0.23;0.95;Positive
109609.00;-0.04;0.11;1.06;Positive
109659.00;-0.01;-0.04;1.07;Positive
109708.00;-0.05;0.01;1.03;Positive
109758.00;-0.08;0.13;1.03;Positive
109808.00;-0.12;0.12;1.01;Positive
109858.00;-0.09;0.06;0.99;Positive
109909.00;-0.07;-0.03;0.99;Positive
109958.00;-0.03;0.01;1.06;Positive
110008.00;-0.06;0.05;1.03;Positive
110058.00;-0.08;0.06;0.99;Positive
110108.00;-0.09;0.08;1.01;Positive
110174.00;-0.07;0.06;1.03;Positive
110225.00;-0.05;0.07;1.10;Positive
110274.00;-0.13;0.11;0.99;Positive
110325.00;-0.08;-0.08;0.88;Positive
110374.00;-0.06;-0.18;0.78;Positive
110425.00;0.12;0.07;0.98;Positive
110474.00;0.18;0.07;1.03;Positive
110525.00;0.05;-0.06;1.41;Positive
110574.00;0.06;0.11;1.06;Positive
110624.00;0.05;0.00;1.06;Positive
110674.00;-0.00;0.07;1.22;Positive
110725.00;-0.01;0.06;1.01;Positive
110774.00;0.02;0.04;1.04;Positive
110825.00;-0.02;0.01;1.02;Positive
110874.00;-0.02;-0.00;1.05;Positive
110924.00;0.06;0.02;0.88;Positive
110991.00;0.00;-0.02;0.98;Positive
111040.00;-0.03;-0.02;1.03;Positive
111091.00;0.00;0.08;1.06;Positive
111141.00;-0.02;-0.01;1.02;
111191.00;0.01;0.03;1.03;
111240.00;-0.00;-0.03;1.04;
111291.00;-0.05;0.10;1.11;
111340.00;-0.09;-0.06;0.98;
111391.00;0.07;-0.17;1.03;
111440.00;0.05;-0.01;1.05;
111491.00;-0.01;-0.02;1.00;
111540.00;0.03;-0.02;1.03;
111590.00;-0.04;0.00;1.03;
111641.00;0.05;0.04;0.99;
111690.00;-0.01;0.00;1.05;
111740.00;-0.00;-0.01;0.99;
111806.00;0.00;0.01;1.02;
111857.00;-0.00;-0.01;1.03;
111906.00;-0.01;-0.00;1.02;
111957.00;0.00;-0.00;1.03;
112006.00;0.00;0.00;1.01;
112057.00;0.01;0.01;1.02;
112106.00;0.01;-0.01;1.02;
112156.00;0.01;0.00;1.03;
112206.00;0.01;0.00;1.02;
112257.00;-0.00;-0.01;1.02;
112306.00;-0.01;0.00;1.03;
112356.00;0.00;0.01;1.01;
112406.00;-0.00;0.01;1.03;
112457.00;-0.01;-0.00;1.02;
112506.00;0.01;-0.01;1.01;
112556.00;0.01;0.00;1.02;
112606.00;-0.00;0.01;1.03;
112673.00;0.00;0.00;1.03;
112723.00;0.02;0.00;1.03;
112773.00;-0.00;-0.01;1.02;
112824.00;0.00;0.00;1.03;
112872.00;0.02;0.01;1.04;
112922.00;0.01;-0.01;1.02;
112973.00;0.01;0.01;1.02;
113022.00;0.01;-0.02;1.03;
113072.00;0.01;-0.00;1.03;
113123.00;0.01;-0.00;1.02;
113172.00;0.01;0.00;1.03;
113223.00;-0.00;-0.01;1.03;
113272.00;0.01;-0.01;1.01;
113322.00;0.00;-0.01;1.02;
113372.00;0.00;-0.00;1.02;
113422.00;0.00;0.00;1.02;
113489.00;0.00;-0.00;1.03;
113539.00;0.02;0.00;1.03;
113588.00;0.00;-0.00;1.01;
113638.00;0.01;0.00;1.02;
113689.00;0.01;-0.00;1.03;
113738.00;0.00;0.00;1.02;
113790.00;0.00;0.01;1.02;
113840.00;0.01;-0.00;1.02;
113888.00;0.01;0.01;1.02;
113938.00;-0.00;-0.01;1.03;
113988.00;-0.00;-0.01;1.01;
114038.00;0.00;0.00;1.03;
114088.00;-0.00;-0.01;1.00;
114140.00;-0.01;0.00;1.04;
114189.00;0.02;-0.01;1.03;
114239.00;0.00;0.00;1.03;
114305.00;0.00;-0.01;1.03;
114355.00;0.00;-0.02;1.01;
114404.00;0.01;0.00;1.02;
114455.00;0.00;0.01;1.02;
114504.00;0.00;-0.01;1.02;
114555.00;-0.00;0.00;1.02;
114604.00;-0.00;-0.01;1.03;
114655.00;0.00;-0.00;1.03;
114706.00;0.00;-0.01;1.03;
114755.00;-0.00;-0.01;1.02;
114804.00;0.00;-0.01;1.03;
114855.00;0.00;-0.00;1.02;
114904.00;-0.00;-0.01;1.02;
114955.00;-0.01;-0.01;1.03;
115004.00;0.01;0.00;1.02;
115054.00;0.01;-0.01;1.03;
115104.00;0.01;-0.01;1.02;
115171.00;0.01;0.01;1.03;
115221.00;0.01;0.01;1.03;
115271.00;0.01;0.00;1.01;
115321.00;0.01;-0.01;1.03;
115370.00;0.01;-0.01;1.02;
115422.00;-0.01;0.00;1.03;
115470.00;0.01;-0.01;1.02;
115521.00;0.00;-0.00;1.03;
115571.00;0.01;0.00;1.02;
115621.00;0.01;0.00;1.03;
115670.00;0.00;0.00;1.02;
115721.00;0.00;-0.01;1.01;
115770.00;0.01;0.01;1.03;
115820.00;0.01;0.00;1.03;
115870.00;0.01;0.00;1.02;
115920.00;0.00;0.01;1.03;
115988.00;0.01;0.00;1.01;
116037.00;0.01;0.00;1.03;
116087.00;-0.00;-0.00;1.02;
116136.00;0.00;-0.01;1.03;
116186.00;-0.01;-0.00;1.02;
116237.00;-0.00;-0.01;1.03;
116286.00;0.01;0.01;1.02;
116336.00;0.01;-0.00;1.02;
116386.00;-0.00;-0.01;1.02;
116436.00;0.00;0.00;1.02;
116486.00;0.01;-0.00;1.03;
116537.00;0.01;-0.01;1.04;
116586.00;0.02;0.01;1.03;
116636.00;-0.00;-0.01;1.04;
116686.00;0.00;0.01;1.02;
116736.00;-0.01;0.00;1.02;
116787.00;0.01;0.01;1.03;
116853.00;0.00;-0.01;1.01;
116902.00;-0.00;-0.01;1.03;
116952.00;0.04;0.01;1.04;
117002.00;0.00;-0.00;1.03;
117053.00;0.01;-0.01;1.03;
117102.00;-0.00;-0.00;1.02;
117152.00;-0.01;-0.01;1.01;
117202.00;0.01;-0.03;0.99;Positive
117252.00;0.07;-0.02;1.08;Positive
117302.00;-0.01;-0.09;1.14;Positive
117352.00;0.22;-0.07;0.88;Positive
117402.00;0.14;0.03;1.30;Positive
117452.00;0.09;0.15;1.31;Positive
117502.00;-0.16;-0.04;0.74;Positive
117552.00;-0.42;0.35;0.43;Positive
117620.00;-0.56;0.13;0.06;Positive
117668.00;-0.17;0.10;1.65;Positive
117719.00;0.65;-0.15;1.43;Positive
117768.00;0.24;-0.10;1.27;Positive
117819.00;-0.36;0.04;0.54;Positive
117868.00;-0.66;0.03;0.04;Positive
117919.00;-0.43;0.14;0.88;Positive
117968.00;0.45;0.15;1.44;Positive
118018.00;0.50;-0.28;1.61;Positive
118068.00;-0.11;-0.11;0.95;Positive
118118.00;-0.57;-0.10;0.36;Positive
118169.00;-0.47;0.01;0.25;Positive
118218.00;-0.04;0.11;1.30;Positive
118268.00;0.73;-0.18;1.84;Positive
118319.00;0.38;-0.16;1.40;Positive
118367.00;-0.09;-0.12;0.90;Positive
118418.00;-0.47;-0.17;0.28;Positive
118485.00;-0.66;-0.07;0.08;Positive
118534.00;0.14;0.34;1.84;Positive
118585.00;0.82;-0.29;1.12;Positive
118634.00;0.27;-0.23;1.10;Positive
118684.00;-0.30;-0.10;0.71;Positive
118735.00;-0.58;-0.12;0.38;Positive
118785.00;-0.45;-0.06;0.48;Positive
118834.00;0.38;-0.08;1.55;Positive
118884.00;1.05;-0.32;1.57;Positive
118934.00;0.33;-0.11;1.15;Positive
118986.00;-0.20;-0.08;0.78;Positive
119034.00;-0.47;-0.17;0.42;Positive
119085.00;-0.29;0.00;0.39;Positive
119134.00;0.69;0.26;1.62;Positive
119186.00;0.82;-0.13;1.43;Positive
119234.00;0.33;-0.33;1.05;Positive
119300.00;-0.25;-0.13;0.66;Positive
119351.00;-0.50;-0.17;0.49;Positive
119400.00;-0.42;-0.04;0.43;Positive
119481.00;0.83;0.11;1.66;Positive
119501.00;1.18;-0.38;1.20;Positive
119550.00;0.42;-0.16;1.10;Positive
119600.00;-0.28;-0.13;0.65;Positive
119650.00;-0.67;-0.12;0.38;Positive
119701.00;-0.39;0.09;0.38;Positive
119751.00;1.10;-0.19;1.62;Positive
119800.00;1.29;-0.70;1.20;Positive
119850.00;0.46;-0.16;1.03;Positive
119901.00;-0.10;0.02;0.79;Positive
119958.00;-0.47;-0.13;0.53;Positive
120000.00;-0.58;-0.13;0.41;Positive
120051.00;1.02;-0.03;1.58;Positive
120117.00;1.62;-0.34;1.03;Positive
120167.00;0.42;-0.31;0.80;Positive
120216.00;-0.17;-0.16;0.71;Positive
120267.00;-0.67;-0.15;0.43;Positive
120316.00;-0.32;0.01;0.62;Positive
120367.00;1.05;-0.12;1.44;Positive
120416.00;0.97;-0.41;1.26;Positive
120466.00;0.28;-0.25;1.00;Positive
120517.00;-0.16;-0.27;0.66;Positive
120567.00;-0.58;-0.27;0.51;Positive
120617.00;0.20;0.07;1.17;Positive
120666.00;1.38;-0.22;1.32;Positive
120718.00;0.11;-0.35;0.86;Positive
120768.00;-0.37;-0.19;0.80;Positive
120816.00;-0.77;-0.21;0.45;Positive
120866.00;0.35;0.09;1.22;Positive
120932.00;1.63;-0.36;1.22;Positive
120982.00;0.30;-0.38;0.93;Positive
121033.00;-0.43;-0.20;0.73;Positive
121082.00;-0.75;-0.29;0.44;Positive
121133.00;-0.01;0.09;0.92;Positive
121182.00;1.40;-0.16;1.35;Positive
121234.00;0.89;-0.43;1.08;Positive
121282.00;0.09;-0.30;0.96;Positive
121332.00;-0.33;-0.27;0.64;Positive
121382.00;-0.62;-0.21;0.57;Positive
121433.00;0.51;0.16;1.32;Positive
121482.00;1.16;-0.42;1.17;Positive
121532.00;0.24;-0.51;0.87;Positive
121583.00;-0.34;-0.17;0.82;Positive
121632.00;-0.73;-0.27;0.51;Positive
121682.00;0.11;0.09;1.00;Positive
121732.00;1.21;-0.42;1.22;Positive
121799.00;0.79;-0.56;1.14;Positive
121848.00;0.05;-0.06;0.99;Positive
121899.00;-0.52;-0.07;0.71;Positive
121948.00;-0.79;-0.10;0.56;Positive
121999.00;0.06;0.15;0.97;Positive
122048.00;1.47;-0.39;1.32;Positive
122098.00;0.93;-0.51;0.93;Positive
122148.00;0.03;-0.22;0.90;Positive
122199.00;-0.43;-0.19;0.72;Positive
122248.00;-0.63;-0.20;0.57;Positive
122298.00;0.48;0.14;1.17;Positive
122348.00;1.65;-0.45;0.98;Positive
122399.00;0.46;-0.40;0.81;Positive
122447.00;-0.33;-0.23;0.81;Positive
122498.00;-0.70;-0.41;0.50;Positive
122548.00;-0.24;-0.14;0.70;Positive
122599.00;1.39;-0.19;1.22;Positive
122665.00;0.97;-0.44;0.92;Positive
122714.00;0.05;-0.25;0.94;Positive
122765.00;-0.44;-0.31;0.70;Positive
122814.00;-0.27;-0.11;0.72;Positive
122864.00;1.40;-0.29;1.28;Positive
122915.00;0.42;-0.23;1.02;Positive
122964.00;-0.29;-0.04;0.92;Positive
123014.00;-0.75;-0.10;0.72;Positive
123064.00;-0.10;0.03;0.85;Positive
123114.00;1.50;-0.09;1.34;Positive
123164.00;0.73;-0.37;0.95;Positive
123214.00;-0.31;-0.41;0.79;Positive
123264.00;-0.73;-0.29;0.67;Positive
123315.00;-0.07;0.11;0.87;Positive
123365.00;1.80;-0.40;1.23;Positive
123431.00;0.70;-0.32;0.84;Positive
123480.00;-0.46;-0.16;0.81;Positive
123531.00;-1.02;-0.20;0.66;Positive
123580.00;0.40;0.08;1.06;Positive
123631.00;1.52;-0.13;1.15;Positive
123680.00;0.64;-0.28;0.89;Positive
123730.00;-0.47;-0.41;0.80;Positive
123780.00;-0.76;-0.33;0.62;Positive
123831.00;0.98;0.33;0.98;Positive
123880.00;1.81;0.05;0.93;Positive
123930.00;0.54;-0.21;0.91;Positive
123980.00;-0.97;-0.54;0.55;Positive
124030.00;-0.39;-0.31;0.64;Positive
124079.00;1.22;0.21;1.08;Positive
124130.00;1.16;-0.07;0.93;Positive
124180.00;0.52;-0.13;0.91;Positive
124246.00;-0.34;-0.34;0.78;Positive
124297.00;0.15;0.10;0.92;Positive
124346.00;1.68;0.05;0.87;Positive
124396.00;0.88;-0.35;0.69;Positive
124446.00;-0.39;-0.56;0.76;Positive
124497.00;-0.36;-0.40;0.70;Positive
124545.00;1.30;0.20;0.85;Positive
124596.00;1.07;-0.05;0.86;Positive
124646.00;0.38;-0.18;0.86;Positive
124696.00;-0.14;-0.46;0.75;Positive
124746.00;0.72;0.05;0.65;Positive
124796.00;1.64;0.14;0.67;Positive
124846.00;0.85;-0.21;0.67;Positive
124897.00;0.03;-0.23;0.80;Positive
124946.00;0.64;0.10;0.74;Positive
124997.00;1.25;0.10;0.69;Positive
125046.00;0.76;-0.16;0.63;Positive
125112.00;0.67;-0.17;0.69;Positive
125163.00;0.74;-0.03;0.60;Positive
125212.00;0.94;0.09;0.37;Positive
125263.00;0.97;-0.04;0.23;Positive
125312.00;1.41;-0.07;0.28;Positive
125363.00;0.94;-0.04;0.03;Positive
125412.00;1.04;0.03;-0.03;Positive
125462.00;1.05;0.17;0.25;Positive
125512.00;0.24;0.15;0.80;Positive
125562.00;0.64;-0.05;0.42;Positive
125612.00;1.61;0.47;-0.29;Positive
125662.00;1.58;0.41;-0.54;Positive
125712.00;0.68;-0.17;0.06;Positive
125762.00;0.19;-0.64;0.64;Positive
125812.00;0.42;-0.45;0.41;Positive
125862.00;2.00;1.28;-0.12;Positive
125929.00;1.13;0.24;-0.17;Positive
125978.00;0.34;-0.56;0.34;Positive
126028.00;0.16;-0.67;0.53;Positive
126079.00;1.24;0.40;-0.23;Positive
126129.00;1.99;1.02;-0.57;Positive
126178.00;1.00;0.12;-0.08;Positive
126228.00;0.25;-0.82;0.28;Positive
126278.00;0.14;-0.70;0.36;Positive
